ResponseID,ResponseSet,Name,Status,Finished,ResponseID2,Q_TotalDuration,inst_bar,inst_crab,inst_barb,inst_mat,mobcheck,meta_1_TEXT,meta_2_TEXT,meta_3_TEXT,meta_4_TEXT,meta_5_TEXT,meta_6_TEXT,meta_7_TEXT,consent,t_consent_1,t_consent_2,t_consent_3,t_consent_4,landing,t_landing_1,t_landing_2,t_landing_3,t_landing_4,inst1,inst1_t_1,inst1_t_2,inst1_t_3,inst1_t_4,inst_title,inst_BAR,inst_CRAB,inst_BARB,inst_MAT,inst2_t_1,inst2_t_2,inst2_t_3,inst2_t_4,cat_t_1,cat_t_2,cat_t_3,cat_t_4,Q52,cat_b,cat_c,Q58,Q207,eise_t_1,eise_t_2,eise_t_3,eise_t_4,Q47,eise_b,eise_c,Q212,Q263,demi_t_1,demi_t_2,demi_t_3,demi_t_4,Q265,demi_b,demi_c,Q268,Q287,lnpk_t_1,lnpk_t_2,lnpk_t_3,lnpk_t_4,Q289,lnpk_b,lnpk_c,Q292,Q299,mpeh_t_1,mpeh_t_2,mpeh_t_3,mpeh_t_4,Q301,mpeh_b,mpeh_c,Q304,Q305,nwsr_t_1,nwsr_t_2,nwsr_t_3,nwsr_t_4,Q307,nwsr_b,nwsr_c,Q310,Q353,woln_t_1,woln_t_2,woln_t_3,woln_t_4,Q355,woln_b,woln_c,Q358,Q159,adv_inst,adv_inst_t_1,adv_inst_t_2,adv_inst_t_3,adv_inst_t_4,advice,adv_t_1,adv_t_2,adv_t_3,adv_t_4,Q169,Q16,prev_exp,prev_last,prev_first,rel_exp,rel_skill,avg_perf_1_TEXT,prev_freq,input,input_TEXT,browser,browser_TEXT,adv_imp_1,animals,animals_t_1,animals_t_2,animals_t_3,animals_t_4,Q107,age,gender,catch,catch_TEXT,language,language_TEXT,bugreport,hyp,comments,HITcode,DO.BR.FL_3,exclude,participant,Exclude,Exclude_why,cat_s,eise_s,demi_s,lnpk_s,mpeh_s,nwsr_s,woln_s,b1,b2,b3,b4,b5,b6,s1,s2,s3,s4,s5,s6,advisor_mean,advisor_var,advisor_sd,advisor_median,advice_wordcount,animals_wordcount
R_1q27LxVethV0ul9,Default Response Set,Anonymous,0,1,R_1q27LxVethV0ul9,895,1,0,0,0,NA,Firefox,42,Windows NT 6.1,1600x900,19.0.0,NA,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0,1,0,0,5.856,0,1,0,0,3.65,0,1,0,0,28.467,0,1,1,1,1,1,7.743,35.102,38.532,4,39.197,39.197,46.274,1,1,1,11vak65dk  ,1,1,68.068,68.42,72.227,2,1,1,  QL78gHjWh  ,1,1,70.401,70.794,73.384,2,1,1,3fdToVEWLp  ,1,1,70.876,71.244,74.096,2,1,1,JwxFTXwKEH  ,1,1,71.623,71.945,77.426,2,1,1,E2C2x0158p  ,1,1,71.697,72.071,75.458,2,1,1, h5ewt9OYo  ,1,1,83.594,83.976,92.27,2,1,1,CofxzuKxE  ,1,1,1,0,0,23.806,0,Just scan the board with your eyes to see all the possible permutations,1.302,1.302,20.541,1,1,1,"No, I've never played any version of this game before",,,I was less experienced than most people,I was less skilled than most people,NA,I never play word-finding games,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",,Mozilla Firefox,NA,4,"mouse,rat, camel,tiger, elephant, rhino, bear, cat, dog, pig, leopard, lion, zebra, giraffe, penquin",2.943,2.943,65.018,1,1,61,Female,Other,orange,"Yes, I only spoke English growing up",,Many problems with my mouse seeming to freeze on a letter and not letting me drag though to form a word.,I don't know,No sorry I don't,1,woln|nwsr|demi|eise|mpeh|lnpk,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_1rJSOMR4rpLQyGD,Default Response Set,Anonymous,0,1,R_1rJSOMR4rpLQyGD,971,1,0,0,0,NA,Chrome,46.0.2490.86,Windows NT 10.0,1920x1080,19.0.0,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,0,0,10.465,0,1,0,0,11.931,0,1,0,0,54.749,0,1,1,1,1,1,11.16,50.878,54.781,4,54.005,54.005,57.309,1,1,1,NA,1,1,88.669,88.669,91.737,1,1,1,NA,1,1,76.811,76.811,80.079,1,1,1,NA,1,1,67.309,67.49,71.048,2,1,1,NA,1,1,67.155,67.155,70.547,1,1,1,NA,1,1,67.753,67.753,71.844,1,1,1,NA,1,1,68.363,68.363,71.714,1,1,1,NA,1,1,1,0,0,19.544,0,"try to find a constanant  with a vowel, and work from that.",2.179,62.714,63.99,6,1,1,"No, I've never played any version of this game before",NA,NA,I was less experienced than most people,I was less skilled than most people,NA,I never play word-finding games,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,10,dog cat elephant giraffee mouse rat rabbit hamster fish dolphin whale bird muskrat deer bear wolf turkey pheasant squirrel bat ,8.133,8.133,65.004,1,1,58,Female,Other,orange,"Yes, I only spoke English growing up",NA,no,not sure,no,1,eise|woln|nwsr|mpeh|demi|lnpk,NA,ad06,NA,NA,1,4,4,4,5,8,5,eise_s,woln_s,nwsr_s,mpeh_s,demi_s,lnpk_s,4,5,8,5,4,4,5,2.4,1.549193338,4.5,12,20
R_1rkT9bIhc10cKqG,Default Response Set,Anonymous,0,1,R_1rkT9bIhc10cKqG,856,0,0,0,0,NA,Chrome,46.0.2490.86,Windows NT 6.1,1600x900,19.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,0,0,82.852,0,1,0,0,2.515,0,1,0,0,10.513,0,1,1,1,1,1,10.529,24.121,26.241,4,26.349,26.349,29.148,1,1,1,NA,1,1,70.988,70.988,73.259,1,1,1,NA,1,1,2.658,76.019,76.394,3,1,1,NA,1,1,72.592,73.663,75.313,2,1,1,NA,1,1,74.283,74.283,75.96,1,1,1,NA,1,1,74.631,75.711,77.677,2,1,1,NA,1,1,70.351,70.351,72.254,1,1,1,NA,1,1,1,7.677,19.101,19.631,3,Go fast. / Look for plurals. / Look for the most obvious straight lines first. /  / ,1.625,11.931,50.3,4,1,1,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,I was as experienced as most people,NA,NA,A few times a year,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,9,"ant, bird, human, dog, cat, tiger, lion, owl, eagle, worm, bug, fly, mouse, elephant, bat, god, puma, cougar, panda, bear, dolphin, fish, shark, sting ray.",2.691,2.691,65.002,1,1,41,Male,Other,orange,"Yes, I only spoke English growing up",NA,NA,NA,NA,1,demi|woln|nwsr|mpeh|eise|lnpk,NA,ad30,NA,NA,1,14,13,21,18,16,19,demi_s,woln_s,nwsr_s,mpeh_s,eise_s,lnpk_s,13,19,16,18,14,21,16.83333333,9.366666667,3.060501048,17,13,25
R_1rvQ9mjpQGKShVV,Default Response Set,Anonymous,0,1,R_1rvQ9mjpQGKShVV,944,0,0,0,0,NA,Firefox,42,Windows NT 6.3,1366x768,19.0.0,NA,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0,1,2.187,2.187,6.158,1,1,0,0,3.11,0,1,15.529,17.733,21.202,2,1,1,1,1,1,4.135,25.207,26.11,9,24.283,24.283,29.641,1,1,1,NA,1,1,3.173,75.875,77.207,4,1,1,NA,1,1,2.647,77.012,80.747,3,1,1,NA,1,1,2.149,76.79,78.305,4,1,1,NA,1,1,1.871,72.832,73.9,4,1,1,NA,1,1,1.483,74.713,76.144,4,1,1,NA,1,1,2.306,73.975,75.315,4,1,1,NA,1,1,1,0,0,19.962,0,"Try to find small words that can be changed slightly to create many works - like pit, pat, pits, pats, etc. Once you click a letter, you can't un-click it, so be careful. If you can't remember if you have already spelled a word, try anyway - you won't be penalized.",2.115,2.115,122.48,1,1,1,"Yes, I've played some version of this game before",Within the last year,More than 5 years ago,I was as experienced as most people,I was as skilled as most people,10,A few times a year,"With a trackpad<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_56WYyxpIN9rhHhz"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Mozilla Firefox,NA,68,"cat, dog, squirrel, mouse, kamgaroo, hippo, horse, cow, chicken, snake, pig, ant, bird, fly, giraffe, wolf, mountain lion, l",8.212,8.212,65.009,1,1,28,Female,Other,orange,"Yes, I only spoke English growing up",NA,NA,Ability to describe actions to another person,NA,1,eise|demi|mpeh|nwsr|lnpk|woln,NA,ad07,NA,NA,1,5,9,8,6,12,9,eise_s,demi_s,mpeh_s,nwsr_s,lnpk_s,woln_s,5,9,6,12,8,9,8.166666667,6.166666667,2.483277404,8.5,49,19
R_20TjUYWHYRoBhDv,Default Response Set,Anonymous,0,1,R_20TjUYWHYRoBhDv,1041,1,0,0,0,NA,Firefox,42,Windows NT 10.0,1280x853,-1,NA,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0,1,0,0,27.727,0,1,0,0,7.018,0,1,0,0,18.093,0,1,1,1,1,1,11.936,61.559,64.54,4,34.248,34.248,39.039,1,1,1,NA,1,1,70.859,70.859,74.248,1,1,1,NA,1,1,3.281,74.857,78.894,2,1,1,NA,1,1,75.977,75.977,79.964,1,1,1,NA,1,1,70.793,70.793,73.911,1,1,1,NA,1,1,74.008,74.008,77.75,1,1,1,NA,1,1,71.021,71.021,76.272,1,1,1,NA,1,1,1,0,0,28.058,0,"Try to look at the whole puzzle and look for bits of words that you may know. Try not to go letter by letter, it will only slow you down.",1.767,1.767,76.442,1,1,1,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,I was less experienced than most people,I was less skilled than most people,4,Less than once a year,"With a trackpad<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_56WYyxpIN9rhHhz"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Mozilla Firefox,NA,20,"lama, cat, dog, quail, crow, starling, lion, lemur, tiger, horse, cow, pig, chicken, dolphin",3.171,3.171,65.021,1,1,26,Male,Other,orange,"Yes, I only spoke English growing up",NA,None,Word processing among the general population.,NA,1,lnpk|demi|woln|eise|mpeh|nwsr,NA,ad31,NA,NA,1,1,5,3,5,7,4,lnpk_s,demi_s,woln_s,eise_s,mpeh_s,nwsr_s,3,5,4,1,5,7,4.166666667,4.166666667,2.041241452,4.5,30,14
R_20Y9HDetRCMCfnJ,Default Response Set,Anonymous,0,1,R_20Y9HDetRCMCfnJ,1093,0,0,0,0,NA,Safari,7.0.6,Macintosh,1440x900,-1,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2",1,0,0,57.237,0,1,0,0,3.985,0,1,0,0,16.623,0,1,1,1,1,1,11.466,25.103,28.103,4,27.652,27.652,32.907,1,1,1,reRDHMo1KB  ,1,1,0,0,76.898,0,1,1,y0xjEzwCNF,1,1,0,0,91.338,0,1,1,ytWHcw0P,1,1,78.738,78.738,79.657,1,1,1,6IUMdzyCjX ,1,1,0,0,75.257,0,1,1,XXGcJYUTpe  ,1,1,0,0,80.86,0,1,1,hSX6kC4VL4 ,1,1,0,0,75.183,0,1,1,g9yKxCOYn7,1,1,1,0,0,16.838,0,"It might be best to use a mouse for the game.  I used a trackpad on my laptop and it was kind of tricky. /  / Look for small words first while you familiarize yourself with the board. /  / If there is a S, some words can be pluralized for an easy point.",6.096,106.091,115.205,4,1,1,"Yes, I've played some version of this game before",Over a year ago,Within the last 3 years,I was as experienced as most people,I was as skilled as most people,12,A few times a year,"With a trackpad<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_56WYyxpIN9rhHhz"" style=""width: 150px; height: 150px;"" /> / <hr />",,Safari,NA,70,"giraffe, zebra, lion, leopard, cheetah, meerkat, hyena, elephant, wolf, cat, dog, fish, alligator, crocodile, bird, flamingo, worm, spider, mouse, cockroach, centipede, bear, eage",2.943,2.943,65.001,1,1,36,Female,Other,orange,"Yes, I only spoke English growing up",,"no, i did not see any errors or glitches",patterns of behavior when answers are right in front of the participant versus the participant having to come up with them on their own---word scramble vs. listing animals,I liked it!,1,demi|nwsr|mpeh|eise|lnpk|woln,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_21B47vd7hbu3bNC,Default Response Set,Anonymous,0,1,R_21B47vd7hbu3bNC,967,1,0,0,0,NA,Chrome,46.0.2490.86,Windows NT 10.0,1280x720,19.0.0,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,0,0,13.678,0,1,0,0,6.333,0,1,0,0,29.93,0,1,1,1,1,1,8.531,41.106,42.427,12,12.292,34.137,60.755,3,1,1,NA,1,1,2.978,75.195,76.719,4,1,1,NA,1,1,3.391,76.646,78.034,4,1,1,NA,1,1,3.297,72.975,77.058,3,1,1,NA,1,1,3.394,73.081,75.298,3,1,1,NA,1,1,3.083,73.141,75.307,7,1,1,NA,1,1,3.292,94.472,96.995,9,1,1,NA,1,1,1,0,0,25.027,0,Look for vowels to begin and then use the letters around the vowels to make words.  Use an s around the same words to make the word twice with one being plural.  ,1.824,1.824,51.98,1,1,1,"Yes, I've played some version of this game before",Within the last week,More than 5 years ago,I was as experienced as most people,I was as skilled as most people,12,A few times a year,"With a trackpad<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_56WYyxpIN9rhHhz"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,65,"dog, cat, horse, moose, deer, snake, rat, cow, pig, chicken, turkey, zebra, elephant",4.448,48.305,65.012,3,1,53,Female,Other,orange,"Yes, I only spoke English growing up",NA,no problems,not sure,NA,1,woln|nwsr|mpeh|eise|lnpk|demi,NA,ad55,NA,NA,1,13,14,13,14,12,12,woln_s,nwsr_s,mpeh_s,eise_s,lnpk_s,demi_s,12,12,14,13,13,14,13,0.8,0.894427191,13,32,13
R_22VnbALq9lFzhnv,Default Response Set,Anonymous,0,1,R_22VnbALq9lFzhnv,1233,1,0,0,0,NA,Chrome,46.0.2490.86,Windows NT 6.3,1920x1080,19.0.0,1,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,0,0,8.765,0,1,0,0,4.217,0,1,0,0,15.18,0,1,1,1,1,1,5.042,34.126,37.073,4,33.017,41.999,55.165,6,1,1,NA,1,1,76.73,76.989,79.123,2,1,1,NA,1,1,5.227,67.518,69.463,2,1,1,NA,1,1,115.135,115.135,116.572,1,1,1,NA,1,1,166.272,166.437,168.835,2,1,1,NA,1,1,78.742,78.742,81.781,1,1,1,NA,1,1,66.126,66.126,68.804,1,1,1,NA,1,1,1,0,0,16.552,0,be precise in how you move your mouse around the boxes. if you hit the wrong box you have to start over in selecting the word. when you are working on a time limit that can hamper you. ,1.049,7.192,73.901,2,1,1,I'm not sure,NA,NA,I was as experienced as most people,I was less skilled than most people,7,Less than once a year,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,61,"cat, rat, elephant, dog, bird, seal, giraffe, zebra, horse, cow, bat, sloth, squirrel, mouse, cricket, tiger, lion, cakatoo, crocidile, pelican, gar, ",1.779,1.779,65.007,1,1,30,Male,Other,orange,"Yes, I only spoke English growing up",NA,no,NA,NA,1,nwsr|eise|lnpk|mpeh|demi|woln,NA,ad75,NA,NA,0,6,8,4,5,8,10,nwsr_s,eise_s,lnpk_s,mpeh_s,demi_s,woln_s,8,6,4,5,8,10,6.833333333,4.966666667,2.228601953,7,38,21
R_28ZE79GbJm0abA6,Default Response Set,Anonymous,0,1,R_28ZE79GbJm0abA6,724,0,0,0,0,NA,Chrome,46.0.2490.86,Macintosh,1440x900,19.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,0,0,3.044,0,1,0,0,1.94,0,1,0,0,10.558,0,1,1,1,1,1,3.519,14.322,16.157,4,20.765,20.765,23.68,1,1,1,NA,1,1,69.245,69.245,71.487,1,1,1,NA,1,1,68.545,68.545,72.181,1,1,1,NA,1,1,67.426,67.426,69.87,1,1,1,NA,1,1,67.219,67.219,69.741,1,1,1,NA,1,1,67.005,67.005,70.703,1,1,1,NA,1,1,69.168,71.337,71.82,2,1,1,NA,1,1,1,0,0,17.02,0,"Make sure your mouse is on the correct letter before you start making your word. Make sure you look for plurals. For every word you find, see if other words can be found in it, like by reading the word backwards.",1.416,1.416,42.435,1,1,1,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,I was as experienced as most people,I was as skilled as most people,15,Less than once a year,"With a trackpad<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_56WYyxpIN9rhHhz"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,20,"giraffe, cat, dog, goat, chicken, horse, cow, pig, cardinal, blue jay, tiger, lion, bear, sloth, lizard, frog, alligator, crocodile, rat, mouse, ferret, fish, monkey, gorilla, ",3.195,3.195,65.004,1,1,25,Female,Other,orange,"Yes, I only spoke English growing up",NA,No,How people think they compare to others,NA,1,demi|lnpk|eise|woln|nwsr|mpeh,NA,ad56,NA,NA,1,14,14,9,16,19,16,demi_s,lnpk_s,eise_s,woln_s,nwsr_s,mpeh_s,14,9,14,16,19,16,14.66666667,11.06666667,3.326659987,15,41,25
R_2aQZN2qXb7YQ78m,Default Response Set,Anonymous,0,1,R_2aQZN2qXb7YQ78m,1024,0,0,0,0,NA,Chrome,46.0.2490.86,Windows NT 6.1,1366x768,19.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,12.554,15.41,18.264,3,1,0,0,6.834,0,1,0,0,17.905,0,1,1,1,1,1,6.083,25.868,27.285,9,25.911,76.164,79.804,5,1,1,NA,1,1,67.385,76.177,76.843,4,1,1,NA,1,1,65.304,70.999,74.618,3,1,1,NA,1,1,65.191,76.562,78.111,5,1,1,NA,1,1,65.395,70.421,73.022,3,1,1,NA,1,1,3.646,80.713,84.164,5,1,1,NA,1,1,65.269,70.237,72.688,3,1,1,NA,1,1,1,0,0,19.241,0,I suggest you keep you finger down on the mouse as you are sliding as mine kept slipping and i had to tart over. You may also be on the lookout for plurals as I found quite a few. Also move quickly as that 1 minute flies by!!,5.104,101.985,136.933,3,1,1,"Yes, I've played some version of this game before",Within the last week,Within the last 5 years,I was as experienced as most people,I was as skilled as most people,25,A few times a week,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,75,"cat, dog, bird, tiger, lion, monkey, donkey, kangaroo, lizard, ferret, turtle, fish, panda bear, leopard, bee, fly, bedbug, ",3.54,3.54,65.016,1,1,58,Female,Other,orange,"Yes, I only spoke English growing up",NA,no problems thanks / ,hypothesis,"fun, thanks",1,nwsr|eise|lnpk|woln|demi|mpeh,NA,ad32,NA,NA,1,27,29,25,25,25,26,nwsr_s,eise_s,lnpk_s,woln_s,demi_s,mpeh_s,25,27,25,26,29,25,26.16666667,2.566666667,1.602081979,25.5,47,18
R_2E6O1HwkeDSuBMk,Default Response Set,Anonymous,0,1,R_2E6O1HwkeDSuBMk,1117,0,0,0,0,NA,Chrome,46.0.2490.86,Windows NT 10.0,1920x1080,19.0.0,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,0,0,6.892,0,1,0,0,6.134,0,1,0,0,20.468,0,1,1,1,1,1,6.232,23.997,27.196,4,36.968,37.324,41.458,2,1,1,NA,1,1,74.185,74.405,77.203,2,1,1,NA,1,1,72.178,72.564,75.896,2,1,1,NA,1,1,71.852,72.234,75.852,2,1,1,NA,1,1,80.992,81.301,84.04,2,1,1,NA,1,1,72.062,72.556,75.596,2,1,1,NA,1,1,73.178,73.404,76.381,2,1,1,NA,1,1,1,0,0,19.973,0,"You can always get two words from something if you have an ""S"" to plural it first. ",6.261,12.87,48.409,2,1,1,"Yes, I've played some version of this game before",Within the last month,More than 5 years ago,I was as experienced as most people,I was as skilled as most people,NA,A few times a month,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,60,"cat, dog, chicken cowm sheep donkey, pig, rabbit, pheasent, deer, bear, wildcat, turkey, boar, giraffe, tiger, cheatah, lion, lizzard, ",5.323,5.323,65.015,1,1,41,Female,Other,orange,"Yes, I only spoke English growing up",NA,no,if the puzzle game would help improve performance on the animal task. ,NA,1,demi|mpeh|woln|nwsr|eise|lnpk,NA,ad08,NA,NA,1,11,5,9,8,12,10,demi_s,mpeh_s,woln_s,nwsr_s,eise_s,lnpk_s,5,8,10,12,11,9,9.166666667,6.166666667,2.483277404,9.5,17,19
R_2EsCShy3I9FwDR6,Default Response Set,Anonymous,0,1,R_2EsCShy3I9FwDR6,849,0,0,0,0,NA,Chrome,46.0.2490.86,Windows NT 6.3,1280x720,19.0.0,1,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,0,0,12.184,0,1,1.347,1.347,2.721,1,1,0,0,8.182,0,1,1,1,1,1,8.772,21.013,22.518,5,18.35,23.183,24.335,3,1,1,NA,1,1,67.794,69.019,69.476,2,1,1,NA,1,1,64.76,64.76,65.993,1,1,1,NA,1,1,66.128,66.128,67.413,1,1,1,NA,1,1,69.003,69.003,70.389,1,1,1,NA,1,1,65.722,65.722,67.04,1,1,1,NA,1,1,66.753,67.925,68.279,2,1,1,NA,1,1,1,12.357,12.357,17.185,1,"Don't just think about a letter a word starts with - think about suffixes and prefixes, for example, words that end in -ix, -ing, or start with re- /  / Look for plurals and past tenses, words that end in -ed or -s, -es /  / Don't forget to look diagonally and backwords! /  / Words within words count! eat, seat, eats, seats /  / You may get extra points for obscure words. Be well-read to improve your score! / ",1.084,116.068,143.855,5,1,1,"Yes, I've played some version of this game before",Within the last 6 months,More than 5 years ago,I was more experienced than most people,I was more skilled than most people,5,A few times a month,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,80,owl / bird / cat / dog / mouse / chincilla / aardvark / giraffe / hippo / zebra / orangutang / monkey / flamingo / cow / horse / pig / donkey / chicken / rooster / lamb / pony / lion / tiger / moose / goat / frog / lizard / snake / shrew / puffin / rabbi,1.54,1.54,65.003,1,1,40,Female,Other,orange,"Yes, I only spoke English growing up",NA,no. So much fun! thank you!!!,"problem solving, vocabulary, success of an online version of a boggle game... I play a word scramble game on my phone and I know more words than it does, it stinks!",NA,1,mpeh|woln|lnpk|nwsr|eise|demi,NA,ad33,NA,NA,1,9,12,12,12,11,11,mpeh_s,woln_s,lnpk_s,nwsr_s,eise_s,demi_s,12,11,12,11,9,12,11.16666667,1.366666667,1.169045194,11.5,70,31
R_2Pd0ZV85hgDIGWu,Default Response Set,Anonymous,0,1,R_2Pd0ZV85hgDIGWu,1406,0,0,1,0,NA,Chrome,46.0.2490.86,Windows NT 6.3,1920x1080,19.0.0,1,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,0,0,57.995,0,1,0,0,4.817,0,1,0,0,45.83,0,1,1,1,1,1,25.709,111.059,113.027,4,44.092,44.282,47.948,2,1,1,dgRWhIvxhH  ,1,1,66.919,67.056,70.63,2,1,1,fYVIemawfh  ,1,1,74.553,74.658,77.784,2,1,1,W3TbnKO8D3  ,1,1,67.223,70.275,71.145,4,1,1,Z7x0u0XzHg  ,1,1,67.448,67.612,69.915,2,1,1,D9KKdecYNk  ,1,1,66.712,67.738,70.104,4,1,1,a8696Z0MfY  ,1,1,66.527,66.84,68.887,2,1,1,ctRsKXTPR3  ,1,1,1,0,0,38.772,0,"When you find one word, check to see if you can use the combination backwards to make another word. For example, the word TAP can be used to make the word PAT.",2.66,2.66,133.841,1,1,1,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,I was less experienced than most people,I was as skilled as most people,8,I never play word-finding games,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",,Google Chrome,NA,60,"Dog, Cat, Snake, Monkey, Cow, Sheep, Chicken, Lion, Rabbit, Horse, Eagle, Puma, Panda, ",4.059,4.059,65.062,1,1,19,Male,Other,orange,"Yes, I spoke English and these other languages growing up:",Cantonese,,Word association and how quickly people react to different combinations.,,1,demi|lnpk|mpeh|woln|nwsr|eise,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
