advisor_pid,advisor,advisor_ResponseID,advisor_duration,advisor_browser_meta,advisor_consent_t_3,advisor_Intro_t_3,advisor_Line_t_3,advisor_Line2_c,advisor_Practice_c,advisor_itz_c,advisor_iud_c,advisor_hjt_c,advisor_ypl_c,advisor_sqt_c,advisor_yto_c,advisor_jfm_c,advisor_kte_c,advisor_bga_c,advisor_lnc_c,advisor_board_mean,advisor_board_median,advisor_adv_inst_t_3,advisor_advice,advisor_advice_t_3,advisor_subexp,advisor_subskill,advisor_input,advisor_browser_report,advisor_avg_perf,advisor_adv_eff_1,advisor_age,advisor_gender,advisor_vision,advisor_language,advisor_language2,StudyGuess,Comments,advisor_board_order,advisor_b1,advisor_b2,advisor_b3,advisor_b4,advisor_b5,advisor_b6,advisor_b7,advisor_b8,advisor_b9,advisor_b10,advisor_s1,advisor_s2,advisor_s3,advisor_s4,advisor_s5,advisor_s6,advisor_s7,advisor_s8,advisor_s9,advisor_s10,exclude,exclude_why
69,ap37,R_31oz2aXYxDqDcc8,895,Chrome,14.15,9.94,8.557,4.814,42.889,34.894,49.603,31.43,30.977,53.949,29.793,38.622,33.427,39.705,62.151,40.4551,36.758,29.569,Start by finding colors that have the closest distance and work your way up from there.,38.79,2,2,mouse,Google Chrome,35,81,27,male,1,1,,Problem solving,,lnc|jfm|bga|kte|ypl|sqt|yto|itz|hjt|iud,lnc_c,jfm_c,bga_c,kte_c,ypl_c,sqt_c,yto_c,itz_c,hjt_c,iud_c,62.151,38.622,39.705,33.427,30.977,53.949,29.793,34.894,31.43,49.603,NA,NA
61,ap38,R_1Cr91kZZLNQKxf4,1466,Chrome,90.205,463.947,9.724,10.56,27.199,33.207,100.589,30.11,46.446,45.4,34.492,22.853,30.84,39.94,87.483,47.136,37.216,16.746,"The way to do well is by process of elimination. Look for obvious paths first, and then go from there.",35.658,1,1,mouse,Google Chrome,30,18,28,female,1,1,,Problem solving!,,sqt|kte|ypl|itz|hjt|iud|lnc|bga|jfm|yto,sqt_c,kte_c,ypl_c,itz_c,hjt_c,iud_c,lnc_c,bga_c,jfm_c,yto_c,45.4,30.84,46.446,33.207,30.11,100.589,87.483,39.94,22.853,34.492,NA,NA
24,ap39,R_3rNuAkGTy4QXD2q,951,Chrome,15.938,20.593,9.227,8.362,70.11,121.762,30.561,28.986,37.734,78.651,75.19,37.087,45.713,20.92,27.01,50.3614,37.4105,17.231,"I would suggest starting by connecting the dots furthest apart and closest to the edges of the board, then work your way down by then completing the next furthest, until you finish.",56.514,1,1,mouse,Google Chrome,30,75,33,female,1,1,,Strategies people use for problem solving,"Fun, cool game!",itz|sqt|jfm|yto|kte|iud|bga|ypl|hjt|lnc,itz_c,sqt_c,jfm_c,yto_c,kte_c,iud_c,bga_c,ypl_c,hjt_c,lnc_c,121.762,78.651,37.087,75.19,45.713,30.561,20.92,37.734,28.986,27.01,NA,NA
60,ap40,R_29hb9ZvqyeRwVat,1033,Chrome,10.42,19.712,7.467,4.117,26.21,35.588,84.101,35.034,159.514,39.955,0.2,46.787,26.954,28.74,41.09,49.7963,37.7715,23.786,Don't always go for the obvious pattern. Try to weed out the ones that only have one way to go first. Or do the difficult ones first.,46.459,2,1,mouse,Google Chrome,50,41,26,female,1,1,,strategy skills,,bga|ypl|yto|iud|hjt|sqt|kte|lnc|itz|jfm,bga_c,ypl_c,yto_c,iud_c,hjt_c,sqt_c,kte_c,lnc_c,itz_c,jfm_c,28.74,159.514,0.2,84.101,35.034,39.955,26.954,41.09,35.588,46.787,NA,NA
85,ap41,R_Z8k06OtVihsbHTb,934,Chrome,5.479,22.214,11.536,4.032,51.005,52.189,37.43,45.13,35.793,28.473,48.981,34.771,38.293,35.523,69.76,42.6343,37.8615,19.276,Find the circles that are farthest apart and connect those first and then the closer ones will be evident of the path you need to connect them. ,34.393,1,1,mouse,Google Chrome,55,100,34,male,1,1,,no clue,,lnc|itz|iud|hjt|kte|ypl|bga|jfm|sqt|yto,lnc_c,itz_c,iud_c,hjt_c,kte_c,ypl_c,bga_c,jfm_c,sqt_c,yto_c,69.76,52.189,37.43,45.13,38.293,35.793,35.523,34.771,28.473,48.981,NA,NA
95,ap42,R_USZF3j7PkAp6PK1,1208,Chrome,190.63,17.809,9.507,4.375,85.855,29.667,87.353,111.514,44.432,35.316,73.366,37.699,29.702,37.748,37.997,52.4794,37.8725,22.12,Start with the ones that will only have one solution possible.,19.53,1,2,trackpad,Google Chrome,50,55,25,male,1,1,,,,hjt|bga|kte|lnc|iud|sqt|yto|jfm|ypl|itz,hjt_c,bga_c,kte_c,lnc_c,iud_c,sqt_c,yto_c,jfm_c,ypl_c,itz_c,111.514,37.748,29.702,37.997,87.353,35.316,73.366,37.699,44.432,29.667,NA,NA
40,ap43,R_3g1SsPawycgzfmt,1094,Firefox,6.964,82.295,5.529,4.279,27.038,24.055,28.034,37.424,50.387,73.768,266.783,34.18,47.16,39.481,33.705,63.4977,38.4525,16.495,"Focus on the shortest links first, then the longest links. The rest will fall into place",25.16,2,2,trackpad,Mozilla Firefox,30,0,24,female,1,1,,skill at puzzles, ,yto|ypl|lnc|jfm|sqt|hjt|bga|iud|kte|itz,yto_c,ypl_c,lnc_c,jfm_c,sqt_c,hjt_c,bga_c,iud_c,kte_c,itz_c,266.783,50.387,33.705,34.18,73.768,37.424,39.481,28.034,47.16,24.055,NA,NA
6,ap44,R_3Rx9n8Tz9mXBoC6,1089,Chrome,29.339,22.649,9.868,6.156,33.564,52.506,54.463,44.724,27.656,37.281,127.224,36.411,39.962,24.504,35.781,48.0512,38.6215,70.117,"I  would start by linking the dots that are closest together on the board and then moving outward to the dots that are farther apart, in this way you avoid intersecting lines when you are linking the colors.",63.677,1,1,trackpad,Google Chrome,35,59,28,female,1,1,,I'm not sure.,,kte|yto|iud|itz|ypl|hjt|sqt|jfm|lnc|bga,kte_c,yto_c,iud_c,itz_c,ypl_c,hjt_c,sqt_c,jfm_c,lnc_c,bga_c,39.962,127.224,54.463,52.506,27.656,44.724,37.281,36.411,35.781,24.504,NA,NA
78,ap45,R_1KeQMbcPNj3OPiz,754,Chrome,3.041,23.739,6.644,7.982,22.129,45.992,33.972,41.939,24.279,43.099,64.976,26.164,61.563,26.018,35.815,40.3817,38.877,16.481,"Complete the shortest routes first. Trust your intuition, as it is easy to change your mind if you feel you're wrong.",30.999,1,1,mouse,Google Chrome,40,19,39,female,1,1,,don't know,,bga|itz|jfm|hjt|yto|kte|lnc|iud|ypl|sqt,bga_c,itz_c,jfm_c,hjt_c,yto_c,kte_c,lnc_c,iud_c,ypl_c,sqt_c,26.018,45.992,26.164,41.939,64.976,61.563,35.815,33.972,24.279,43.099,NA,NA
82,ap46,R_2AQioZTYZQIpQdW,914,Chrome,25.548,9.96,5.588,4.747,34.93,47.423,42.126,75.724,54.011,33.827,39.476,34.777,20.904,35.35,83.282,46.69,40.801,27.499,Take your time and think things through. Do not rush through the game it's okay to make mistakes as long as you can quickly adjust them. Be calm don't get frustrated and you will do great.,54.525,1,1,trackpad,Google Chrome,30,79,21,male,1,1,,How fast people can solve problems.,,ypl|sqt|bga|iud|lnc|itz|kte|hjt|yto|jfm,ypl_c,sqt_c,bga_c,iud_c,lnc_c,itz_c,kte_c,hjt_c,yto_c,jfm_c,54.011,33.827,35.35,42.126,83.282,47.423,20.904,75.724,39.476,34.777,NA,NA
23,ap47,R_1Gws3Vo4Nn7xdIa,1125,Firefox,5.869,39.838,14.562,5.519,36.02,36.564,71.75,55.094,39.91,37.406,44.444,42.612,66.507,32.828,39.959,46.7074,41.2855,25.361,"Just find the ones that are obvious first, do those, then move on to the next one that is obvious. Don't over complicate it, it's really simple.",98.517,2,2,mouse,Mozilla Firefox,40,90,32,male,1,1,,Testing my problem solving skills,,ypl|iud|itz|hjt|jfm|kte|bga|lnc|sqt|yto,ypl_c,iud_c,itz_c,hjt_c,jfm_c,kte_c,bga_c,lnc_c,sqt_c,yto_c,39.91,71.75,36.564,55.094,42.612,66.507,32.828,39.959,37.406,44.444,NA,NA
9,ap48,R_3QwRcVO4jbWXtjr,1717,Chrome,5.26,85.492,7.653,9.582,34.02,45.576,28.81,46.583,23.5,28.7,38.916,28.924,83.876,75.611,52.788,45.3284,42.246,24.195,The best advice I can offer is to make the long connections first; that is. try to link the color that takes up the most squares first. Then you can work around with the colors that take up smaller squares.,89.237,1,1,mouse,Google Chrome,30,41,30,female,1,1,,"Not sure, but it was fun.",I enjoyed this game.,jfm|yto|sqt|ypl|hjt|iud|lnc|itz|kte|bga,jfm_c,yto_c,sqt_c,ypl_c,hjt_c,iud_c,lnc_c,itz_c,kte_c,bga_c,28.924,38.916,28.7,23.5,46.583,28.81,52.788,45.576,83.876,75.611,NA,NA
17,ap49,R_1rv0IcGBRVU109d,1234,Chrome,50.952,173.734,5.974,3.977,30.687,28.2,75.136,40.552,65.121,73.64,145.073,29.148,46.045,34.319,36.863,57.4097,43.2985,21.23,"Start with the easy connections first, then work your way up to the ones that are more far apart. Usually once you get most of the board it's pretty easy to figure out where everything else should go. ",67.985,1,1,mouse,Google Chrome,40,65,29,male,1,1,,"how people communicate advice, and perspectives of games. ",none,bga|kte|sqt|yto|iud|jfm|lnc|ypl|itz|hjt,bga_c,kte_c,sqt_c,yto_c,iud_c,jfm_c,lnc_c,ypl_c,itz_c,hjt_c,34.319,46.045,73.64,145.073,75.136,29.148,36.863,65.121,28.2,40.552,NA,NA
27,ap50,R_bwLW2StniRcGzoB,1600,Chrome,22.546,48.447,27.095,17.172,38.141,51.892,69.419,26.998,108.772,30.578,106.675,27.273,35.191,34.135,74.946,56.5879,43.5415,46.515,"My advice is just to start each board and go with your gut instinct on which color to choose 1st.  Try to make the 1st couple colors passes go around the perimeter or the long way, that way the ones towards the middle can be done without any mistakes.",142.975,1,1,mouse,Google Chrome,65,75,37,female,1,1,,"I'm not quite sure what it was about but it was really unique and fun, I liked it a lot...it was very challenging!",N/A,itz|bga|jfm|iud|ypl|yto|lnc|sqt|kte|hjt,itz_c,bga_c,jfm_c,iud_c,ypl_c,yto_c,lnc_c,sqt_c,kte_c,hjt_c,51.892,34.135,27.273,69.419,108.772,106.675,74.946,30.578,35.191,26.998,NA,NA
5,ap51,R_3iWnZnkdbl7zaZ2,992,Chrome,6.264,41.409,12.645,11.79,32.788,32.5,42.739,75.14,44.725,34.438,64.019,25.882,48.968,47.756,32.203,44.837,43.732,26.585,Look for the obvious connections first. Then sort out your pathing from there.,54.319,1,2,trackpad,Google Chrome,50,34,35,male,1,1,,not sure,,iud|hjt|sqt|bga|itz|ypl|kte|lnc|jfm|yto,iud_c,hjt_c,sqt_c,bga_c,itz_c,ypl_c,kte_c,lnc_c,jfm_c,yto_c,42.739,75.14,34.438,47.756,32.5,44.725,48.968,32.203,25.882,64.019,NA,NA
31,ap52,R_10YERJHAHgZyGyW,1195,Chrome,7.747,19.542,19.678,5.059,23.5,50.428,37.212,44.306,44.961,62.95,51.779,34.158,41.742,28.905,51.27,44.7711,44.6335,20.944,"When you have two colors that look like they will have to cross paths, just make them go opposite ways, or around each other kind of like a clock. Also, the shortest distance between pairs is usually the most likely path. When you start, start with the corners or the edges first.",120.659,1,2,trackpad,Google Chrome,30,45,23,female,1,3,Bengali,No idea actually,"My internet connection went out on the page before the last one, but I was able to continue. Also I advised the player to play corners and edges first, but I didn't really test out that method myself, so that's probably poor advice...",bga|iud|ypl|kte|lnc|jfm|yto|hjt|sqt|itz,bga_c,iud_c,ypl_c,kte_c,lnc_c,jfm_c,yto_c,hjt_c,sqt_c,itz_c,28.905,37.212,44.961,41.742,51.27,34.158,51.779,44.306,62.95,50.428,NA,NA
94,ap53,R_10OD8ELukTlONPA,875,Firefox,2.286,11.231,13.797,3.671,31.968,22.887,36.887,142.707,24.8,65.824,89.382,38.222,51.14,62.366,28.328,56.2543,44.681,16.508,Don't be afraid to make mistakes. It's very easy to undo them than to just try to get it right the first few tries.,19.308,1,1,mouse,Mozilla Firefox,30,0,33,female,1,1,,I don't know.,Thank you!,sqt|hjt|kte|bga|iud|lnc|yto|jfm|ypl|itz,sqt_c,hjt_c,kte_c,bga_c,iud_c,lnc_c,yto_c,jfm_c,ypl_c,itz_c,65.824,142.707,51.14,62.366,36.887,28.328,89.382,38.222,24.8,22.887,NA,NA
35,ap54,R_QamRARzMbWeNBol,1296,Chrome,3.598,17.645,5.531,4.691,21.084,37.483,49.823,79.304,33.798,29.293,523.84,37.836,44.347,51.697,46.338,93.3759,45.3425,19.005,Find the most constrained points (those with the fewest directions the line can travel) and start from those.,22.32,1,1,mouse,Google Chrome,60,50,34,male,1,1,,spatial reasoning,no,yto|kte|sqt|iud|hjt|ypl|bga|jfm|itz|lnc,yto_c,kte_c,sqt_c,iud_c,hjt_c,ypl_c,bga_c,jfm_c,itz_c,lnc_c,523.84,44.347,29.293,49.823,79.304,33.798,51.697,37.836,37.483,46.338,NA,NA
19,ap55,R_1FDjnsJGHexfhO1,1462,Chrome,10.108,264.402,6.678,4.985,68.241,92.6,65.885,29.93,157.225,48.87,42.734,31.01,48.291,20.569,33.415,57.0529,45.5125,25.09,Find the two same color dots that are furthest apart and work out the path for them. Then the next two furthest apart etc. Remember once you've made a line it is easily rearranged by clicking on it and dragging it.,79.619,1,1,mouse,Google Chrome,45,67,53,male,1,1,,Decision making. Abstract thought.,Very fun. Thank you,iud|itz|bga|ypl|hjt|jfm|yto|kte|lnc|sqt,iud_c,itz_c,bga_c,ypl_c,hjt_c,jfm_c,yto_c,kte_c,lnc_c,sqt_c,65.885,92.6,20.569,157.225,29.93,31.01,42.734,48.291,33.415,48.87,NA,NA
26,ap56,R_1HqVXlCyUCu9CNe,1436,Chrome,16.254,78.718,43.157,12.808,47.123,41.614,124.287,31.478,35.538,41.66,190.529,221.173,47.483,69.884,43.876,84.7522,45.6795,17.735,M advice is to find the ones furthest apart and start there. A lot of them seem to work inside out. Meaning work from the inside of the board and work out. ,45.847,1,1,trackpad,Google Chrome,60,66,31,female,1,1,,Learning new games.,,bga|jfm|yto|iud|ypl|lnc|kte|sqt|hjt|itz,bga_c,jfm_c,yto_c,iud_c,ypl_c,lnc_c,kte_c,sqt_c,hjt_c,itz_c,69.884,221.173,190.529,124.287,35.538,43.876,47.483,41.66,31.478,41.614,NA,NA
52,ap57,R_3QY2ZdNReyqM7Qq,1658,Firefox,18.28,40.944,10.741,10.062,93.127,63.479,45.733,130.362,69.087,31.293,69.527,36.567,34.095,52.727,39.807,57.2677,49.23,26.91,"I found it helps to figure out the outer paths first. As you go along the path, try to check the other color dots to be sure that you're not blocking paths for them.",116.878,1,1,mouse,Mozilla Firefox,60,40,50,female,1,1,,I enjoyed it a lot! Fun game! I would like to play some more!,Great HIT. Thanks!,itz|hjt|ypl|kte|jfm|bga|yto|sqt|lnc|iud,itz_c,hjt_c,ypl_c,kte_c,jfm_c,bga_c,yto_c,sqt_c,lnc_c,iud_c,63.479,130.362,69.087,34.095,36.567,52.727,69.527,31.293,39.807,45.733,NA,NA
90,ap58,R_elzrMSS4pxEQqsx,1565,Firefox,50.651,27.749,10.506,12.689,163.658,54.332,32.297,35.367,105.471,73.84,38.421,47.139,74.622,26.04,251.699,73.9228,50.7355,19.312,"I found it difficult at first but after a few games I completed them a lot quicker. I learned strategies but it is hard for me to verbalize it. For example, as you are playing, when you see that a line will intersect/cut off a necessary future ""link"" between other colors, immediately stop the line and look for another possibility. If possible, use up as much space by winding the links (to take up free space).",158.268,2,2,trackpad,Mozilla Firefox,120,19,35,male,1,1,,More than playing games...,it was fun,sqt|lnc|jfm|itz|kte|bga|hjt|yto|ypl|iud,sqt_c,lnc_c,jfm_c,itz_c,kte_c,bga_c,hjt_c,yto_c,ypl_c,iud_c,73.84,251.699,47.139,54.332,74.622,26.04,35.367,38.421,105.471,32.297,NA,NA
49,ap59,R_yPTgA0614RXL4BP,1509,Firefox,20.202,91.423,11.052,9.64,159.733,74.638,46.368,55.952,127.32,30.017,34.273,27.001,101.54,27.552,104.66,62.9321,51.16,19.097,Look for the farthest away pair then work your way in.,42.508,1,1,mouse,Mozilla Firefox,35,69,46,male,1,1,,"Strategy,pattern,solving a puzzle in a timed frame.",Neat game!,iud|ypl|lnc|hjt|bga|yto|itz|kte|jfm|sqt,iud_c,ypl_c,lnc_c,hjt_c,bga_c,yto_c,itz_c,kte_c,jfm_c,sqt_c,46.368,127.32,104.66,55.952,27.552,34.273,74.638,101.54,27.001,30.017,NA,NA
25,ap60,R_AGpPyxy49GlCqQN,1478,Firefox,4.734,21.948,5.197,3.879,45.504,61.847,45.2,37.832,64.496,58.416,30.664,85.713,37.792,30.64,68.195,52.0795,51.808,23.284,"First, make the shortest and most direct.  Then look at situations where two different-colored circles are close together.  Try to determine which directions you can go so the lines overlap. You could instead try to make the most far apart connections first using the most square as possible, then try to connect the closer together circles of the same color and adjust accordingly.",303.843,1,NA,mouse,Mozilla Firefox,24,30,30,female,1,1,,Maybe how people approach problems.,Fun!,bga|sqt|iud|itz|ypl|yto|jfm|hjt|lnc|kte,bga_c,sqt_c,iud_c,itz_c,ypl_c,yto_c,jfm_c,hjt_c,lnc_c,kte_c,30.64,58.416,45.2,61.847,64.496,30.664,85.713,37.832,68.195,37.792,NA,NA
63,ap61,R_2zD68Q5HBF7WTwk,1115,Firefox,5.034,15.395,4.645,7.231,13.7,33.348,65.718,24.664,96.911,25.191,43.247,60.447,97.66,26.7,152.013,62.5899,51.847,16.378,"Start with the dots that are furthest from each other, then work the shortest distance and alternate until the end.",46.084,2,2,mouse,Mozilla Firefox,48,52,48,male,1,1,,How people perceive others performance in tasks?,THANK YOU,kte|lnc|hjt|yto|bga|itz|ypl|iud|jfm|sqt,kte_c,lnc_c,hjt_c,yto_c,bga_c,itz_c,ypl_c,iud_c,jfm_c,sqt_c,97.66,152.013,24.664,43.247,26.7,33.348,96.911,65.718,60.447,25.191,NA,NA
91,ap62,R_1i2Lqryaeu5ekYC,1638,Chrome,3.873,435.122,7.556,7.463,28.454,51.001,53.175,64.077,36.187,80.464,149.457,79.522,40.265,46.072,35.738,63.5958,52.088,29.044,My advice is to not overthink it. Do the shortest legs first and the longer ones will become obvious.,48.767,1,1,trackpad,Google Chrome,45,100,36,male,1,1,,I don't know,,hjt|sqt|yto|iud|jfm|bga|lnc|ypl|kte|itz,hjt_c,sqt_c,yto_c,iud_c,jfm_c,bga_c,lnc_c,ypl_c,kte_c,itz_c,64.077,80.464,149.457,53.175,79.522,46.072,35.738,36.187,40.265,51.001,NA,NA
89,ap63,R_29bHTUC2CIKSmRv,1634,Chrome,49.375,15.359,5.164,4.662,68.268,37.857,55.035,237.868,148.137,53.889,187.818,50.589,108.823,44.493,39.58,96.4089,54.462,16.272,Experiment at first. Try to see where certain color lines would HAVE to fill in the space in order for all the spaces to be filled.,51.848,1,1,mouse,Google Chrome,200,13,25,male,1,1,,Probably had something to do without our ability to describe our own strategies and methods.,No comments.,iud|kte|hjt|sqt|bga|itz|lnc|ypl|jfm|yto,iud_c,kte_c,hjt_c,sqt_c,bga_c,itz_c,lnc_c,ypl_c,jfm_c,yto_c,55.035,108.823,237.868,53.889,44.493,37.857,39.58,148.137,50.589,187.818,NA,NA
56,ap64,R_1E3V86XMpXf9mhA,1390,Chrome,11.87,65.957,7.263,4.064,39.661,45.114,35.206,198.259,26.729,69.165,98.571,61.908,125.369,36.036,54.616,75.0973,58.262,46.761,Try to be patient and think about all possible combinations ,82.288,1,1,mouse,Google Chrome,70,75,24,male,1,1,,Testing mental flexibility,None,sqt|hjt|bga|lnc|iud|yto|kte|ypl|itz|jfm,sqt_c,hjt_c,bga_c,lnc_c,iud_c,yto_c,kte_c,ypl_c,itz_c,jfm_c,69.165,198.259,36.036,54.616,35.206,98.571,125.369,26.729,45.114,61.908,NA,NA
30,ap65,R_sM3dmjyvWHesyOd,1066,MSIE,7.022,11.593,7.883,7.51,36.925,67.052,56.548,33.974,71.211,61.396,29.985,70.25,61.968,36.05,27.76,51.6194,58.972,19.807,Best way is to just start connecting the dots right off the best and correct yourself as you go.  You may be wrong the first time but you can easily fix it.,45.516,2,2,trackpad,Internet Explorer,60,46,31,male,1,1,,To see how challenging the puzzles are.,none,itz|jfm|kte|sqt|yto|iud|bga|ypl|hjt|lnc,itz_c,jfm_c,kte_c,sqt_c,yto_c,iud_c,bga_c,ypl_c,hjt_c,lnc_c,67.052,70.25,61.968,61.396,29.985,56.548,36.05,71.211,33.974,27.76,NA,NA
51,ap66,R_3dEuSLUQaNLKgTr,1907,Firefox,7.696,29.628,11.083,13.38,62.498,57.012,44.616,80.096,108.408,62.4,53.704,111.063,80.244,50.927,48.26,69.673,59.706,27.426,"My advice for doing well in the Colorlink game is to first complete the simple color patterns first. If you correctly fill-in the easier patterns, this will make the harder color paths easier to figure out. ",304.912,1,1,mouse,Mozilla Firefox,70,76,32,male,1,1,,Testing people abilities for problem solving using the colorlink game as a test.,This was a fun study.,kte|jfm|bga|lnc|yto|itz|iud|hjt|ypl|sqt,kte_c,jfm_c,bga_c,lnc_c,yto_c,itz_c,iud_c,hjt_c,ypl_c,sqt_c,80.244,111.063,50.927,48.26,53.704,57.012,44.616,80.096,108.408,62.4,NA,NA
64,ap67,R_1OOBIsU67ptHXl8,1527,Firefox,35.17,36.829,11.777,6.46,63.977,56.468,66.447,66.03,31.553,49.511,110.852,75.846,83.62,51.359,38.986,63.0672,61.249,32.671,"Instead of taking time in the beginning to think about how to connect to each dot in the best way, just start connecting dots immediately. Even if it isn't correct, you'll be able to see quicker which way is going to work by already having connections as opposed to trying to form it in your head. I found that this was the best way to get the board completed quicker.",111.889,1,1,trackpad,Mozilla Firefox,60,38,25,male,1,1,,I would guess that the study was trying to see if the participant would become faster at the task by employing different methods to connect the dots.,,lnc|bga|yto|sqt|itz|hjt|ypl|kte|jfm|iud,lnc_c,bga_c,yto_c,sqt_c,itz_c,hjt_c,ypl_c,kte_c,jfm_c,iud_c,38.986,51.359,110.852,49.511,56.468,66.03,31.553,83.62,75.846,66.447,NA,NA
38,ap68,R_3pfD2b2LrgeuD7U,1454,Chrome,5.493,17.105,7.926,11.535,94.625,82.039,38.618,110.936,65.529,146.176,124.166,38.56,37.334,47.869,63.077,75.4304,64.303,22.069,Try to connect dots on the edges first.  Try to connect simple paths next.  Try to leave openings for complicated paths. ,112.951,2,2,trackpad,Google Chrome,90 sec,52,52,male,1,1,,To see what kind of advice people will come up with.,,itz|yto|sqt|ypl|hjt|jfm|iud|lnc|kte|bga,itz_c,yto_c,sqt_c,ypl_c,hjt_c,jfm_c,iud_c,lnc_c,kte_c,bga_c,82.039,124.166,146.176,65.529,110.936,38.56,38.618,63.077,37.334,47.869,NA,NA
37,ap69,R_3scd0VVMvkAyu08,1859,Chrome,3.329,53.629,10.394,7.49,30.058,74.759,61.305,250.959,65.769,134.045,76.75,74.31,67.266,57.719,67.762,93.0644,71.036,27.746,I think the most important advice that I can give is to pinpoint the  colors that are far away or what looks like to be the hardest to connect and try to find the right route to connect. You will get the hang of it after awhile even though they get more difficult as they go. ,334.791,1,2,trackpad,Google Chrome,70,48,36,male,1,1,,I don't know,no,yto|ypl|itz|bga|iud|jfm|hjt|sqt|kte|lnc,yto_c,ypl_c,itz_c,bga_c,iud_c,jfm_c,hjt_c,sqt_c,kte_c,lnc_c,76.75,65.769,74.759,57.719,61.305,74.31,250.959,134.045,67.266,67.762,NA,NA
68,ap70,R_bl2QA9lUeg4Sa4x,1299,Chrome,8.109,20.823,9.22,7.371,39.999,70.708,79.402,74.641,98.97,119.331,40.118,68.892,72.953,44.312,87.518,75.6845,73.797,16.807,"Try to connect to two furthest away first. Then work the shortest distance. You will encounter paths that cross, but that is okay. Once you have a few connected the path reveals itself. ",48.353,2,2,trackpad,Google Chrome,75,19,36,female,2,1,,Reasoning? Estimation of ability?,,ypl|kte|lnc|jfm|iud|hjt|sqt|bga|yto|itz,ypl_c,kte_c,lnc_c,jfm_c,iud_c,hjt_c,sqt_c,bga_c,yto_c,itz_c,98.97,72.953,87.518,68.892,79.402,74.641,119.331,44.312,40.118,70.708,NA,NA
12,ap71,R_1CmEjQdDczdtpdZ,1300,Chrome,5.209,20.957,4.782,5.518,53.885,25.967,82.127,127.246,34.733,106.69,117.929,24.388,192.481,37.301,80.052,82.8914,81.0895,16.843,the only advice is keep trying,26.211,1,1,mouse,Google Chrome,50,27,40,female,1,1,,it was interesting,,lnc|hjt|yto|ypl|sqt|itz|bga|iud|jfm|kte,lnc_c,hjt_c,yto_c,ypl_c,sqt_c,itz_c,bga_c,iud_c,jfm_c,kte_c,80.052,127.246,117.929,34.733,106.69,25.967,37.301,82.127,24.388,192.481,NA,NA
62,ap72,R_2tsssmL8nNfY7m2,1893,Firefox,15.911,520.397,8.461,6.359,59.414,137.139,113.435,118.748,36.598,100.765,97.445,92.389,27.688,30.543,78.101,83.2851,94.917,22.273,"Map things out in your head or by tracing with your mouse first. If you come to a block, just drag through it and it will overwrite what was there instead of having to manually remove the colors.",121.242,1,1,mouse,Mozilla Firefox,55,50,37,female,1,1,,How people use strategy,,iud|hjt|yto|lnc|jfm|kte|ypl|sqt|itz|bga,iud_c,hjt_c,yto_c,lnc_c,jfm_c,kte_c,ypl_c,sqt_c,itz_c,bga_c,113.435,118.748,97.445,78.101,92.389,27.688,36.598,100.765,137.139,30.543,NA,NA
2,,R_12Ska2BqdJ1edvr,853,Chrome,3.768,15.297,6.374,6.805,27.707,25.517,31.26,25,24.194,100.801,29.037,44.9,75.695,23.97,46.507,42.6881,30.1485,16.52,Connect the closest color matching dots together first. Use the most logical connections first followed by matching dots that share perimeter walls,49.689,2,2,trackpad,Google Chrome,60,75,30,male,1,1,,Following tasks?,,lnc|jfm|sqt|ypl|kte|itz|bga|yto|hjt|iud,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,reported having played game before
8,,R_UhAJufCnk5wJylX,508,Chrome,4.229,6.223,6.579,2.564,14.894,17.56,15.33,21.414,12.522,11.052,21.56,11.688,14.139,12.143,39.1,17.6508,14.7345,17.09,"Connect the dots that seem easiest first. Also, connect from the outside first might be easier.",51.706,3,2,mouse,Google Chrome,40,70,25,male,1,2,Vietnamese,Perception of puzzle games.,,hjt|itz|ypl|yto|bga|jfm|sqt|lnc|iud|kte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,reported having played game before
10,,R_1NqMxR9DwEjuuqG,710,Firefox,3.097,12.441,6.023,6.13,17.292,22.06,33.72,31.531,31.24,23.493,22.256,27.381,25.126,26.279,31.76,27.4846,26.83,22.696,I find that the best way to solve these boards is to start from the outside and work towards the center. It is easier to notice the large ones that will form the border of the square first. Then go for the more difficult ones in the center,45.884,3,3,trackpad,Mozilla Firefox,60,62,22,male,1,1,,"I honestly do not know, but I bet there's more to it than meet's the eye",thanks!,lnc|iud|kte|itz|jfm|hjt|ypl|sqt|yto|bga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,reported having played game before
13,,R_1K7KbkGo3XrUMeG,915,Firefox,2.139,10.093,6.204,5.632,21.316,24.011,81728,33.069,81728,32.709,81728,29.834,129.359,21.693,21.236,24547.5911,32.889,17.235,"To do it faster I connected the ones the seemed obvious, and then i tried to get the ones that were far apart from one another, that way most of the gameboard will be filled up.",44.834,2,2,trackpad,Mozilla Firefox,45,49,23,male,1,1,,To see how well people played the game,,sqt|bga|kte|hjt|yto|lnc|jfm|ypl|iud|itz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,reported having played game before
