advisor,participant,ResponseID,Q_TotalDuration,inst1_t_3,inst2_t_3,eise_d,adv_inst_t_3.x,lnpk_d,mpeh_d,woln_d,demi_d,nwsr_d,prev_exp,prev_last,prev_first,prev_freq,adv_exp,adv_skill,adv_help_hyp,adv_imp_hyp,adv_helpf,adv_imp_1,rel_exp,rel_skill,avg_perf_1_TEXT,adv_perf_1_TEXT,input,browser,animals,age,gender,language,condition,exclude,exclude_why,adv_inst_t_3.y,advice,advisor_advice_writing_time,advisor_prev_exp,advisor_prev_last,advisor_prev_first,advisor_rel_exp,advisor_rel_skill,advisor_avg_perf,advisor_prev_freq,advisor_input,advisor_browser,advisor_adv_imp,advisor_animals,animals.wordcount,advisor_age,advisor_gender,advisor_language,advisor_language_TEXT,advisor_bugreport,advisor_hyp,advisor_comments,advisor_DO.BR.FL_3,cat_s,eise_s,demi_s,lnpk_s,mpeh_s,nwsr_s,woln_s,b1,b2,b3,b4,b5,b6,s1,s2,s3,s4,s5,s6,advisor_mean,advisor_var,advisor_sd,advisor_median,advisor_advice_wordcount,advisor_animals_wordcount
ad54,199,R_2aeGahewrl0OHuO,739,20.501,26.106,7,17.103,9,5,7,11,11,"Yes, I've played some version of this game before",Within the last year,NA,A few times a year,They were more skilled than most people,They were about as skilled as me,NA,NA,4,50,I was more experienced than most people,I was more skilled than most people,8,10,mouse,Mozilla Firefox,"dog, cat, fish, bear, goat, lion, tiger, monkey, lizard, fox, coyote, deer, elk, moose, hamster, bird, snake, frog, turtle, pig, goose, duck, squirrel, hermit crab",37,Female,"Yes, I only spoke English growing up",treatment,NA,NA,17.312,"First, look for small (3-letter) words. When you find a word, see if you can extend that word with one more letter, especially with an S; also look for the ED inding to extend verbs. For example, TEA can be extended to TEAR or TEAM; TEAR can be extended to TEARS; EAR can be extended to SEAR. You can also scramble letters of the same word; or example, EAST can become SEAT and TEAS.",235.778,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,I was as experienced as most people,I was as skilled as most people,9,A few times a year,trackpad,Google Chrome,40,"squirrel, mouse, owl, rat, raccoon, tiger, panther, lion, bear, panda, eagle, mole, gopher, dog, cat, partridge, quail, ",25,57,Female,"Yes, I only spoke English growing up",NA,No,More advice for doing well? I'm not sure.,"It was fun, thanks.",lnpk|nwsr|eise|mpeh|demi|woln,1,12,10,6,15,10,12,lnpk_s,nwsr_s,eise_s,mpeh_s,demi_s,woln_s,6,10,12,15,10,12,10.83333333,8.966666667,2.994439291,11,74,17
ad57,200,R_1jp3oKOLHKmNJlt,873,56.386,27.126,6,15.975,4,13,8,16,12,"No, I've never played any version of this game before",NA,NA,I never play word-finding games,They were more skilled than most people,They were more skilled than me,NA,NA,7,80,I was less experienced than most people,I was less skilled than most people,15,23,mouse,Google Chrome,"Elephant, Dog, Cat, Tiger, Shark, Jaguar, Goat, Cow, Horse, Rat, Mouse, Bat, Eagle, Hawk, Tuna, Killer Whale, moose",26,Male,"Yes, I only spoke English growing up",treatment,NA,NA,80.369,"Look for all versions/tenses of a specific word. For example, if you see ""TALK"", also look to see if you can find ""TALKED"". Between scramble boards, look to see if there are repeat words. That is, some of the words you found in board 1 might also be in board 2 or 3. Rather than pick a letter and search for nearby options, loosen your focus and look for general word patterns over the whole board. ",143.213,"Yes, I've played some version of this game before",Within the last year,Within the last 3 years,I was as experienced as most people,I was as skilled as most people,7,A few times a year,mouse,Google Chrome,28,"Giraffe, Lion, tiger, zebra, dog, cat, mouse, fish, hamster, rat, hippo, bear, ostrich, leopard ",18,25,Male,"Yes, I only spoke English growing up",NA,NA,Pattern recognition and understanding how the brain recalls information,Thanks for letting me participate! ,mpeh|lnpk|demi|eise|woln|nwsr,1,7,7,9,9,9,7,mpeh_s,lnpk_s,demi_s,eise_s,woln_s,nwsr_s,9,9,7,7,7,9,8,1.2,1.095445115,8,73,14
ad19,201,R_026QlPSodrhKHpn,1125,109.031,39.525,11,264.567,14,10,11,13,15,"No, I've never played any version of this game before",NA,NA,A few times a month,They were about as skilled as most people,They were about as skilled as me,NA,NA,5,66,I was as experienced as most people,I was as skilled as most people,5,6,mouse,Google Chrome,"dog, cat, horse, cow, pig, goat, fox, frog, anaconda, sheep, chicken, turkey, fish, mouse, rat, bird, hippo, rhino, elephant, giraffe, zebra, antelope, tiger, ferret, guinea pig, snake, c",24,Male,"Yes, I only spoke English growing up",treatment,NA,NA,16.255,"Be careful dragging the cursor in this game. It is not very accurate. Also, it does not matter how long the words are. For maximum points, stick to 3-letter words if possible.",30.962,"Yes, I've played some version of this game before",Within the last year,More than 5 years ago,I was as experienced as most people,I was as skilled as most people,7,A few times a year,mouse,Google Chrome,60,"Dog, cat, horse, chicken, cow, snake, lizard, otter, seal, whale, dolphin, fish, crawdad, lobster, crab, blowfish, tiger, lion, antelope, monkey, spider monkey, howler monkey, cougar, bird, eagle, wolf, mountain lion, ",28,29,Male,"Yes, I only spoke English growing up",NA,The dragging mechanism is not very accurate.,How people interpret letters and words,NA,eise|demi|mpeh|nwsr|lnpk|woln,1,19,17,22,24,14,19,eise_s,demi_s,mpeh_s,nwsr_s,lnpk_s,woln_s,19,17,24,14,22,19,19.16666667,12.56666667,3.544949459,19,32,30
ad71,202,R_2BaDVg9VR6OoHq8,1329,19.936,39.646,4,17.912,4,9,6,3,7,"No, I've never played any version of this game before",NA,NA,I never play word-finding games,They were more skilled than most people,They were more skilled than me,NA,NA,6,53,I was less experienced than most people,I was less skilled than most people,8,8,trackpad,Google Chrome,"Zebra, giraffe, elephant, cat, dog, turtle, rat, bird, lizard, lion, tiger, hippo, bat, snake, pig, cow, sheep, lamb",22,Female,"Yes, I only spoke English growing up",treatment,NA,NA,78.981,Look for small words first.  Look for words within words.  Look for words similar to the ones you just found.  Stick to one area as long as you're finding words quickly.  Look for words that end in -ed or -s if they're on the board.  Stick to areas that have letters that are common.,150.797,"No, I've never played any version of this game before",NA,NA,I was as experienced as most people,I was as skilled as most people,10,Less than once a year,mouse,Google Chrome,19,"rat, cat, ape, monkey, snake, bear, mouse, giraffe, zebra, lion, deer, rabbit, squirrel, raccoon, skunk, tiger, cheetah, bird, ",18,27,Female,"Yes, I only spoke English growing up",NA,nothing,entertaining,no comments,demi|mpeh|woln|lnpk|eise|nwsr,1,15,9,11,7,14,10,demi_s,mpeh_s,woln_s,lnpk_s,eise_s,nwsr_s,9,7,10,11,15,14,11,9.2,3.033150178,10.5,54,18
ad27,203,R_3M4Llol5vDcdm51,1069,14.807,23.721,5,22.719,10,10,8,7,4,"No, I've never played any version of this game before",NA,NA,I never play word-finding games,They were about as skilled as most people,They were about as skilled as me,NA,NA,6,55,I was as experienced as most people,I was as skilled as most people,NA,NA,mouse,Google Chrome,"this is bs, the survey poster claimed the survey would be ~10 minutes and I am on minute 16.  Lies.",28,Male,"Yes, I only spoke English growing up",treatment,NA,NA,17.951,"My advice would be to take your time when highlighting letters to make sure they all turn red and you won't have to go back, ultimately wasting time. ",37.349,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,I was as experienced as most people,I was as skilled as most people,9,Less than once a year,trackpad,Google Chrome,61,"dog, cat, tiger, mouse, bird, aardvark, platypus, butterfly, whale, turtle, alligator, lion, hyena, bear, snail",20,33,Female,"Yes, I only spoke English growing up",NA,no,not sure,NA,mpeh|lnpk|nwsr|woln|demi|eise,1,10,10,10,12,14,10,mpeh_s,lnpk_s,nwsr_s,woln_s,demi_s,eise_s,12,10,14,10,10,10,11,2.8,1.673320053,10,28,15
ad38,204,R_XUqa1G605MKn0AN,869,9.787,27.507,7,26.397,8,7,6,8,10,"Yes, I've played some version of this game before",Over a year ago,Within the last 5 years,Less than once a year,They were about as skilled as most people,They were about as skilled as me,NA,NA,4,0,I was as experienced as most people,I was as skilled as most people,5,5,mouse,Mozilla Firefox,dog / cat / lion / horse / rat / mouse / antelope / deer / fish / whale / ferret / hamster / skunk / racoon / possum / squirrel / tiger / ape / baboon / chimpanzee / giraffe / zebra / cow / pig / chicken,39,Male,"Yes, I only spoke English growing up",treatment,NA,NA,16.53,My advice would be to see if you can make your word plural. so you can make two words,40.856,"No, I've never played any version of this game before",NA,NA,I was as experienced as most people,I was as skilled as most people,7,A few times a year,mouse,Google Chrome,48,"cat,dog, horse, bird, cow, chicken, mouse, hog, pig, rat, bat, giraffe, elephant,hippo, raven",25,38,Female,"Yes, I only spoke English growing up",NA,none,fast thinking,none,nwsr|demi|eise|lnpk|mpeh|woln,0,5,8,8,9,10,13,nwsr_s,demi_s,eise_s,lnpk_s,mpeh_s,woln_s,10,8,5,8,9,13,8.833333333,6.966666667,2.639444386,8.5,19,15
ad16,205,R_3e9oFuSJaYOhiPy,971,14.22,25.285,12,16.777,12,15,13,12,11,"Yes, I've played some version of this game before",Within the last week,More than 5 years ago,A few times a month,They were less skilled than most people,They were less skilled than me,NA,NA,2,0,I was more experienced than most people,I was more skilled than most people,8,6,mouse,Google Chrome,"dolphin, dog, cat, lizard, catepillar, horse, tiger, lion, hen, duck, snake, bat, whale, hippo, rhino, elephant, giraffe, anemone, starfish, goose, flamingo, ferret",40,Female,"Yes, I only spoke English growing up",treatment,NA,NA,16.79,Just clear your mind. Think what letter could come next in a word and look for it. Have fun!,28.985,"Yes, I've played some version of this game before",Within the last 6 months,Within the last 6 months,I was as experienced as most people,I was as skilled as most people,NA,A few times a year,other,Google Chrome,8,"cat, dog, frog, pig, bear, fish, squirrel, zebra, gazelle, lion, turkey, chicken, pigd / ",22,39,Male,"Yes, I only spoke English growing up",NA,no,boggle,no,woln|lnpk|mpeh|eise|demi|nwsr,1,10,15,6,12,12,11,woln_s,lnpk_s,mpeh_s,eise_s,demi_s,nwsr_s,11,6,12,10,15,12,11,8.8,2.966479395,11.5,19,13
ad33,206,R_1IRZbC84mRt2d4w,878,21.999,22.682,5,17.238,10,10,15,12,11,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,A few times a year,They were more skilled than most people,They were more skilled than me,NA,NA,6,40,I was as experienced as most people,I was as skilled as most people,8,16,mouse,Mozilla Firefox,"aardvark, gnu, rat, cat, dog, mouse, moose, starfish, jelly, nematode, tapeworm, porcupine, cow, horse, donkey, mule, spider, cockroach, bee, bat, bird, centipede, millipede, pillbug, sowbug, nudibranch, elephant, African wild ass, caribou, raindeer, water ",37,Male,"Yes, I only spoke English growing up",treatment,NA,NA,17.185,"Don't just think about a letter a word starts with - think about suffixes and prefixes, for example, words that end in -ix, -ing, or start with re- /  / Look for plurals and past tenses, words that end in -ed or -s, -es /  / Don't forget to look diagonally and backwords! /  / Words within words count! eat, seat, eats, seats /  / You may get extra points for obscure words. Be well-read to improve your score! / ",143.855,"Yes, I've played some version of this game before",Within the last 6 months,More than 5 years ago,I was more experienced than most people,I was more skilled than most people,5,A few times a month,mouse,Google Chrome,80,owl / bird / cat / dog / mouse / chincilla / aardvark / giraffe / hippo / zebra / orangutang / monkey / flamingo / cow / horse / pig / donkey / chicken / rooster / lamb / pony / lion / tiger / moose / goat / frog / lizard / snake / shrew / puffin / rabbi,33,40,Female,"Yes, I only spoke English growing up",NA,no. So much fun! thank you!!!,"problem solving, vocabulary, success of an online version of a boggle game... I play a word scramble game on my phone and I know more words than it does, it stinks!",NA,mpeh|woln|lnpk|nwsr|eise|demi,1,9,12,12,12,11,11,mpeh_s,woln_s,lnpk_s,nwsr_s,eise_s,demi_s,12,11,12,11,9,12,11.16666667,1.366666667,1.169045194,11.5,70,31
ad39,207,R_2YM6T3LQKNvD1LI,781,11.168,13.949,9,17.482,11,7,17,15,16,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,A few times a year,They were about as skilled as most people,They were more skilled than me,NA,NA,3,7,I was as experienced as most people,I was as skilled as most people,15,20,mouse,Google Chrome,"RAT, DOLPHIN, DOG, CAT, MOUSE, BIRD, LION, ZEBRA, GIRAFFE, MONKEY, SQUIRREL, FERRET, SNAKE, LIZARD, COW, PIG, CHICKEN, HORSE, TURKEY",34,Female,"Yes, I only spoke English growing up",treatment,NA,NA,20.892,What helped me the most was by looking at the vowels and seeing common constants that I could make alot of words out of and sometimes I would take words and see if I could reverse any of the letters to make a new word. ,95.38,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,I was as experienced as most people,I was as skilled as most people,15,A few times a year,trackpad,Mozilla Firefox,19,"cat, dog, mouse, bird, lion, zebra, elephant, tiger, bear, pig, chicken, goat, sheep, rabbit, kitten, piglet, puppy, ",19,24,Female,"Yes, I only spoke English growing up",NA,Alot of times when I tried to drage and make a word the game would glitch and make it seem as if i was trying to drag the letter and it would make a symbol instead of highlighting the letters I was trying to go over. ,Possibly what people are able to read or see when letters are mixed up.,n/a,lnpk|mpeh|woln|demi|nwsr|eise,1,6,9,6,6,12,10,lnpk_s,mpeh_s,woln_s,demi_s,nwsr_s,eise_s,6,6,10,9,12,6,8.166666667,6.566666667,2.562550813,7.5,45,17
ad29,208,R_Z3lmM7JHy6OcCrL,913,15.07,22.378,8,16.331,12,12,18,15,15,"Yes, I've played some version of this game before",Within the last 6 months,More than 5 years ago,A few times a year,They were about as skilled as most people,They were about as skilled as me,NA,NA,5,39,I was more experienced than most people,I was more skilled than most people,10,15,mouse,Mozilla Firefox,"cat, dog, fish, cow, monkey, iguana, chimpanzee, horse, pig, chicken, duck, ostrich, wolf, sheep, fox, aardvark, frog, giraffe, lion, elephant, tiger, hippoptamus, eagle, rhinocerous, vole, mouse, rat, bat, ",37,Male,"Yes, I only spoke English growing up",treatment,NA,NA,16.917,"look for letters that are next to vowels or common consonant combinations like ""st"" or ""th.""  Rember that 3-letter words are acceptable and often you can then make 4-letter words with the same 3 letters.  Sometimes you can make 5-letter words with 4-letter words you have made by adding an ""s."" Avoid rarely used letters like ""x.""",133.354,I'm not sure,NA,NA,I was more experienced than most people,I was more skilled than most people,5,A few times a year,mouse,Google Chrome,39,"fox, cat, dog, cow, horse, deer, elk, moose, rabbit, chicken, hamster, rat, bird, turkey, wolf, elephant, zebra, lion, bear, antelope, anteeater, ",28,68,Female,"Yes, I only spoke English growing up",NA,none,I don't know,NA,woln|mpeh|nwsr|eise|demi|lnpk,1,5,10,10,9,8,5,woln_s,mpeh_s,nwsr_s,eise_s,demi_s,lnpk_s,5,9,8,5,10,10,7.833333333,5.366666667,2.316606714,8.5,56,21
ad10,209,R_23glN1L4K0SFEFO,717,11.943,18.329,10,28.85,10,15,10,15,14,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,Less than once a year,They were about as skilled as most people,They were about as skilled as me,NA,NA,5,2,I was as experienced as most people,I was as skilled as most people,10,10,mouse,Google Chrome,"rat, cow, donkey, horse, giraffe, zebra, lion, hippo, cat, dog, mouse, fish, crocodile, alligator, lizard, fox, pig, chicken, goose, turkey, pigeon, wolf, bear, ferret, ",22,Female,"Yes, I only spoke English growing up",treatment,NA,NA,27.207,"One things is too look for words and see if you can make them plural. Rat can be come Rats, so you can essentially double up word counts just by adding a letter. ",35.975,"Yes, I've played some version of this game before",Within the last 6 months,Within the last 6 months,I was as experienced as most people,I was as skilled as most people,15,A few times a year,trackpad,Google Chrome,49,"Rat, Elephant, Cat, Dog, Snake, Owl, Otter, Giraffe, Alligator, Falcon, Eagle, Sloth, Ocelot, Panther, Duck, Blue Jay, Oriole, Bear, Lizard, Rhino , ",24,29,Male,"Yes, I only spoke English growing up",NA,None.,"Not entirely sure, I read the instructions each time to see if the instructions had changed. But I dont believe they did, The study might be about decision making as it relates to method of participating. I think I would have had more words if I was using a mouse.",None.,mpeh|eise|demi|nwsr|lnpk|woln,1,14,13,14,11,16,17,mpeh_s,eise_s,demi_s,nwsr_s,lnpk_s,woln_s,11,14,13,16,14,17,14.16666667,4.566666667,2.136976057,14,33,21
ad14,210,R_1pL1S18UpD0veMf,858,8.666,40.776,8,16.811,12,12,15,11,13,"Yes, I've played some version of this game before",Within the last year,Within the last year,A few times a year,They were about as skilled as most people,They were about as skilled as me,NA,NA,6,50,I was as experienced as most people,I was less skilled than most people,12,15,trackpad,Google Chrome,"cat, dog, cow, tiger, lion, rat, mouse, bird, eagle, fly, bee, lizard, giraffe, chimp, gorilla, monkey, anteater, fish, lobster, shrimp,",43,Female,"Yes, I only spoke English growing up",treatment,NA,NA,16.701,Think small and don't overthink when it comes to combining words.,37.45,"No, I've never played any version of this game before",NA,NA,I was as experienced as most people,I was less skilled than most people,10,A few times a year,mouse,Google Chrome,50,"zebra, tiger, giraffe, elephant, lion, monkey, gorilla, bird, hippopotamus, chicken, duck, squirrels ",20,23,Male,"Yes, I only spoke English growing up",NA,Nope,Scramble.,NA,woln|lnpk|demi|eise|nwsr|mpeh,0,6,10,5,6,5,2,woln_s,lnpk_s,demi_s,eise_s,nwsr_s,mpeh_s,2,5,10,6,5,6,5.666666667,6.666666667,2.581988897,5.5,11,12
ad21,211,R_1giERg9lxxkleBa,845,31.591,38.552,0,18.086,4,4,8,3,7,"No, I've never played any version of this game before",NA,NA,Less than once a year,They were more skilled than most people,They were more skilled than me,NA,NA,3,30,I was less experienced than most people,I was less skilled than most people,4,5,trackpad,Google Chrome,"cat,dog,rat,mice,dolphin,bird,butterfly,fish,monkey,tiger,lion,frog,",23,Female,"Yes, I only spoke English growing up",treatment,NA,NA,18.076,"Look for an ""s"" or an ""ed"" to be able to attach onto words to make them plural or the past tense.  Look for ""ly"" to make a lot of adverbs.  If you want to have the most words, focus on shorter words as opposed to longer words (something I didn't really do).",101.673,"Yes, I've played some version of this game before",Within the last 6 months,More than 5 years ago,I was more experienced than most people,I was as skilled as most people,20,A few times a month,mouse,Google Chrome,82,"dog, cat, mouse, kangaroo, elephant, tiger, lion, zebra, marmoset, emu, hamster, gerbil, fish, peacock, squirrel, hippo, giraffe, moose, deer, ",12,33,Female,"Yes, I only spoke English growing up",NA,No problems.,Testing how well people construct words?,NA,woln|nwsr|eise|demi|lnpk|mpeh,1,20,24,19,19,25,15,woln_s,nwsr_s,eise_s,demi_s,lnpk_s,mpeh_s,15,25,20,24,19,19,20.33333333,13.46666667,3.669695719,19.5,53,19
ad21,212,R_1OrY4YPvKGoyuYv,891,14.252,26.706,11,16.473,13,16,16,11,17,"No, I've never played any version of this game before",NA,NA,A few times a week,They were about as skilled as most people,They were about as skilled as me,NA,NA,5,58,I was as experienced as most people,I was as skilled as most people,10,10,mouse,Google Chrome,"zebra, bear, lizard, cat, dog, bird, fish, whale, penguin, horse, turtle, leopard, lion, gazelle, dolphin,armadillo, racoon, hedgehog, guinea pig, gerbil, hampster, parrot",30,Female,"Yes, I only spoke English growing up",treatment,NA,NA,18.076,"Look for an ""s"" or an ""ed"" to be able to attach onto words to make them plural or the past tense.  Look for ""ly"" to make a lot of adverbs.  If you want to have the most words, focus on shorter words as opposed to longer words (something I didn't really do).",101.673,"Yes, I've played some version of this game before",Within the last 6 months,More than 5 years ago,I was more experienced than most people,I was as skilled as most people,20,A few times a month,mouse,Google Chrome,82,"dog, cat, mouse, kangaroo, elephant, tiger, lion, zebra, marmoset, emu, hamster, gerbil, fish, peacock, squirrel, hippo, giraffe, moose, deer, ",23,33,Female,"Yes, I only spoke English growing up",NA,No problems.,Testing how well people construct words?,NA,woln|nwsr|eise|demi|lnpk|mpeh,1,20,24,19,19,25,15,woln_s,nwsr_s,eise_s,demi_s,lnpk_s,mpeh_s,15,25,20,24,19,19,20.33333333,13.46666667,3.669695719,19.5,53,19
ad22,213,R_3dEMjw65iOYL8N7,950,27.363,34.693,6,20.367,9,11,13,16,10,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,I never play word-finding games,They were about as skilled as most people,They were more skilled than me,NA,NA,5,75,I was as experienced as most people,I was as skilled as most people,10,15,mouse,Google Chrome,"pig, mouse, dog, cat, rat, elephant, horse, deer, antelope, rabbit, rhino, bird, fish, ",38,Female,"Yes, I only spoke English growing up",treatment,NA,NA,16.369,"Try to focus on the vowels. Notice where the A E I O U's are to help get an idea of what words you can make. Be aware of were S's are, they are a good way of turning 1 word into 2 using a plural.",42.358,"No, I've never played any version of this game before",NA,NA,I was less experienced than most people,I was less skilled than most people,6,I never play word-finding games,mouse,Google Chrome,30,"Zebra, Giraffe, Lion, Tiger, Monkey, Sheep, Deer, Bear, Bird, Eagle, Leopard, Fox, Wolf, Ox, Cow,",13,27,Male,"Yes, I only spoke English growing up",NA,None!,Peoples ability to think under pressure.,Very fun experiment! I enjoyed the challenge.,eise|lnpk|mpeh|demi|woln|nwsr,1,3,12,9,11,11,15,eise_s,lnpk_s,mpeh_s,demi_s,woln_s,nwsr_s,3,9,11,12,15,11,10.16666667,16.16666667,4.020779361,11,44,15
ad18,214,R_3Kr0VoaZEqXoasm,2215,42.22,35.548,13,18.794,18,19,15,21,12,"Yes, I've played some version of this game before",Within the last year,More than 5 years ago,A few times a year,They were about as skilled as most people,They were about as skilled as me,NA,NA,6,50,I was as experienced as most people,I was as skilled as most people,15,18,mouse,Google Chrome,"elephant, lion, tiger, gorilla, cat, dog, giraffe, zebra, gopher, crocodile, alligator, snake, spider, gerbil, hamster, beetle, fly, bear, goat, horse, hippo, llama",29,Female,"Yes, I only spoke English growing up",treatment,NA,NA,17.913,1.  Look for vowels.  All words need one. / 2. Work around a single vowel until you have found all words with that vowel. / 3. YOu might start with vowel on top of board.  Then move to another vowel on bottom of board to make sure you do not duplicate.,138.337,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,I was less experienced than most people,I was less skilled than most people,10,Less than once a year,trackpad,Google Chrome,14,"Anteaters, Bear, cat, dog, elephant, fox, Giraffe,  lion, merkat, opossum",22,69,Female,"Yes, I only spoke English growing up",NA,no problems at all,how many words I can find --with encouragement and feedback,everything was fine,demi|eise|lnpk|woln|nwsr|mpeh,1,5,4,8,7,8,5,demi_s,eise_s,lnpk_s,woln_s,nwsr_s,mpeh_s,4,5,8,5,8,7,6.166666667,2.966666667,1.722401424,6,46,10
ad48,215,R_1KOGtsoK9aGH83L,881,23.407,38.383,10,24.147,8,12,14,13,15,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,Less than once a year,They were about as skilled as most people,They were about as skilled as me,NA,NA,4,NA,I was as experienced as most people,I was as skilled as most people,10,10,mouse,Google Chrome,"Zebra, fish, giraffe, pig, cow, sheep, boar, lion, tiger, bear, dog, cat, goat, rabbit, hamster, lizard, ram, ",24,Female,"Yes, I only spoke English growing up",treatment,NA,NA,35.155,"The only advice I could think of is, don't panic! And if you start making a word that isn't one, just keep on as quickly as you can. If you mess one up, shake it off and you'll do better the next one. It IS only a game.",97.819,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,I was as experienced as most people,I was as skilled as most people,5,Less than once a year,mouse,Google Chrome,10,"dog,horse,pig,chicken, lion,tiger,hare,rabbit,frog,mouse,rat,bird,swan,duck,bird,elephant,orangat",17,61,Female,"Yes, I only spoke English growing up",NA,Nope. It was fun. Thanks.,"Brain function, or lack thereof.","I enjoyed it, it was not confusing. Thank you for that.",nwsr|eise|mpeh|lnpk|woln|demi,1,6,5,4,4,3,6,nwsr_s,eise_s,mpeh_s,lnpk_s,woln_s,demi_s,3,6,4,4,6,5,4.666666667,1.466666667,1.211060142,4.5,48,17
ad45,216,R_b7yuop2Xw4mnv0J,1073,21.778,41.188,3,26.842,3,6,8,7,8,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,Less than once a year,They were less skilled than most people,They were about as skilled as me,NA,NA,1,0,I was less experienced than most people,I was less skilled than most people,4,4,mouse,Mozilla Firefox,"lion,tiger,mouse,bear,pelican,zebra,elephant,rat,cow,cat,horse,dog,",70,Male,"Yes, I only spoke English growing up",treatment,NA,NA,24.366,It is difficult to choose letters  in a row,58.99,"No, I've never played any version of this game before",NA,NA,I was less experienced than most people,I was less skilled than most people,2,A few times a year,trackpad,Mozilla Firefox,44,hare cow gazelle lion goat man ,12,31,Male,"Yes, I only spoke English growing up",NA,NA,Word scramble,NA,woln|lnpk|nwsr|eise|demi|mpeh,1,3,4,5,5,4,3,woln_s,lnpk_s,nwsr_s,eise_s,demi_s,mpeh_s,3,5,4,3,4,5,4,0.8,0.894427191,4,9,6
ad66,217,R_6eYsGDMfNENMEmd,802,20.071,21.305,9,17.123,11,10,10,14,13,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,Less than once a year,They were about as skilled as most people,They were about as skilled as me,NA,NA,4,20,I was as experienced as most people,I was as skilled as most people,6,12,mouse,Google Chrome,"Elephant, lion, tiger, bear, rabbit, robin, cardinal, monkey, giraffe, ant eater, rhino, hippo, ape, gorilla, cheta, gazelle, carribou, emu, ostrich, moos",29,Male,"Yes, I only spoke English growing up",treatment,NA,NA,17.231,"First, look for basic words. When you find these basic words, look for plurals, past tense, variations, etc. This is a quick way to rack up points.  /  / Look for vowels.  You can not make words without them, so find where they are in relation to consonants and map out words accordingly. /  / Look for popular letters that are combined.  Things like TH-, ST-, etc., are the beginnings and ends of a wide variety of words. ",206.904,"Yes, I've played some version of this game before",Within the last 6 months,More than 5 years ago,I was more experienced than most people,I was as skilled as most people,12,A few times a year,mouse,Google Chrome,80,"Cat, Dog, Rabbit, Bird, Tiger, Giraffe, Lion, Elephant, Cheetah, Deer, Cow, Sheep, Pig, Chicken, Turkey, Goat, Chinchilla, Otter, Beaver, Fox, ",21,35,Male,"Yes, I only spoke English growing up",NA,No.,Not completely sure. There didn't seem to be a lot of demographic questions. I can only assume it was to find out what kind of information one could pass along about a simple task to help others.,NA,mpeh|lnpk|eise|nwsr|woln|demi,1,18,19,14,14,13,20,mpeh_s,lnpk_s,eise_s,nwsr_s,woln_s,demi_s,14,14,18,13,20,19,16.33333333,9.066666667,3.011090611,16,74,20
ad26,218,R_b30zq1YrF0vqX6B,852,18.628,21.352,13,16.88,16,18,15,17,12,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,Less than once a year,They were about as skilled as most people,They were about as skilled as me,NA,NA,5,39,I was as experienced as most people,I was as skilled as most people,15,20,mouse,Internet Explorer,"rat,mongoose,cat,dog,chicken,pig,cow,deer,moose,raccoon,squirrel,ground hog,bear,coyote,beaver,chipmunk,koala bear,kang",33,Female,"Yes, I only spoke English growing up",treatment,NA,NA,17.257,Words are centered around the vowels. Try to use as many plurals as possible.,19.433,"Yes, I've played some version of this game before",Within the last 6 months,More than 5 years ago,I was as experienced as most people,I was as skilled as most people,8,A few times a month,trackpad,Google Chrome,10,"dog, cat, horse, cow, sheep, goat, pig, hamster, alligator, crocodile, frog, snake, bird, rat, fox, wolf, lion, giraffe, elephant, hippo, zebra, tiger, ",20,21,Male,"Yes, I only spoke English growing up",NA,NA,I am unsure.,NA,lnpk|eise|mpeh|demi|woln|nwsr,1,13,15,9,8,12,13,lnpk_s,eise_s,mpeh_s,demi_s,woln_s,nwsr_s,9,13,8,15,13,12,11.66666667,7.066666667,2.658320272,12.5,14,22
