participant,ResponseID,ResponseID,Q_TotalDuration,eise_c,eise_s,ad01,ad02,ad03,ad04,ad05,ad06,ad07,ad08,ad09,ad10,ad11,ad12,ad13,ad14,ad15,ad16,ad17,ad18,ad19,ad20,ad21,ad22,ad23,ad24,ad25,ad26,ad27,ad28,ad29,ad30,ad31,ad32,ad33,ad34,ad35,ad36,ad37,ad38,ad39,ad40,ad41,ad42,ad43,ad44,ad45,ad46,ad47,ad48,ad49,ad50,ad51,ad52,ad53,ad54,ad55,ad56,ad57,ad58,ad59,ad60,ad61,ad62,ad63,ad64,ad65,ad66,ad67,ad68,ad69,ad70,ad71,ad72,ad73,ad74,ad75,ad76,ad77,ad78,catch1,catch2,Q16,prev_exp,prev_last,prev_first,prev_freq,rel_exp,rel_skill,avg_perf_1_TEXT,input,input_TEXT,browser,browser_TEXT,age,gender,catch,catch_TEXT,language,language_TEXT,bugreport,hyp,comments,HITcode,DO-BL-Advice,exclude,exclude_why,r_1,r_2,r_3,r_4,r_5,r_6,r_7,r_8,r_9,r_10,r_11,r_12,r_13,r_14,r_15,r_16,r_17,r_18,r_19,r_20,r_21,r_22,r_23,r_24,r_25,r_26,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,s_18,s_19,s_20,s_21,s_22,s_23,s_24,s_25,s_26
150,R_31XiUw3bp7LOjjF,R_31XiUw3bp7LOjjF,780,81tuRiJnGQ,1,NA,5,5,NA,NA,NA,NA,NA,NA,5,NA,6,4,NA,NA,NA,6,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,5,NA,NA,5,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,5,NA,5,5,NA,NA,5,4,5,NA,NA,NA,NA,6,5,NA,5,NA,NA,6,NA,4,NA,3,NA,NA,NA,4,4,1,"No, I've never played any version of this game before",NA,NA,A few times a month,Less experienced,I was less skilled than most people,4,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,39,Male,Other,trout,"Yes, I only spoke English growing up",NA,NA,NA,NA,1,ad65|ad59|ad71|ad55|ad68|ad45|ad52|ad17|ad75|ad18|catch1|ad34|ad46|ad13|ad37|ad10|ad66|ad33|ad58|ad12|ad26|catch2|ad54|ad03|ad60|ad73|ad30|ad02,NA,NA,ad65,ad59,ad71,ad55,ad68,ad45,ad52,ad17,ad75,ad18,ad34,ad46,ad13,ad37,ad10,ad66,ad33,ad58,ad12,ad26,ad54,ad03,ad60,ad73,ad30,ad02,6,4,6,5,5,4,5,6,3,5,5,4,4,5,5,5,5,5,6,5,5,5,5,4,5,5
83,R_31ZOiJitJ7iODj4,R_31ZOiJitJ7iODj4,881,pnloO3Jy5,8,4,NA,NA,NA,3,NA,NA,4,5,NA,NA,NA,NA,NA,NA,NA,5,NA,6,NA,NA,NA,5,6,5,NA,5,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,5,5,NA,NA,3,NA,NA,4,5,NA,NA,NA,6,NA,NA,NA,NA,NA,5,2,NA,NA,NA,NA,NA,NA,6,NA,NA,5,NA,NA,NA,NA,NA,4,5,NA,4,4,1,I'm not sure,NA,NA,Less than once a year,As experienced,I was as skilled as most people,8,"With a trackpad<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_56WYyxpIN9rhHhz"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Internet Explorer,NA,30,Female,Other,trout,"Yes, I only spoke English growing up",NA,I did not. ,testing peoples ability to find words and it's relevance to how they accept others advice. ,NA,1,ad09|ad48|ad70|ad59|ad53|ad45|ad49|ad24|ad42|ad60|catch1|ad39|ad17|ad08|ad76|ad37|ad27|ad77|ad25|ad67|ad23|catch2|ad05|ad41|ad29|ad44|ad01|ad19,NA,NA,ad09,ad48,ad70,ad59,ad53,ad45,ad49,ad24,ad42,ad60,ad39,ad17,ad08,ad76,ad37,ad27,ad77,ad25,ad67,ad23,ad05,ad41,ad29,ad44,ad01,ad19,5,4,5,5,6,3,5,6,5,2,5,5,4,4,5,5,5,5,6,5,3,5,5,0,4,6
94,R_31zxF2z3dXlAG6f,R_31zxF2z3dXlAG6f,821,Nz4HYk1JMO,5,5,4,NA,NA,4,NA,6,NA,NA,NA,4,4,NA,NA,NA,4,NA,7,NA,NA,NA,5,4,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,4,NA,4,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,5,3,NA,NA,NA,NA,NA,4,NA,3,NA,NA,5,3,NA,6,NA,NA,NA,NA,4,NA,NA,4,NA,NA,4,4,1,"No, I've never played any version of this game before",NA,NA,Less than once a year,As experienced,I was as skilled as most people,6,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Internet Explorer,NA,55,Male,Other,trout,"Yes, I only spoke English growing up",NA,None,Working under pressure,Interesting study,1,ad34|ad01|ad07|ad22|ad42|ad68|ad60|ad41|ad23|ad18|catch1|ad05|ad54|ad66|ad46|ad76|ad02|ad62|ad50|ad16|ad30|catch2|ad12|ad39|ad73|ad65|ad11|ad53,NA,NA,ad34,ad01,ad07,ad22,ad42,ad68,ad60,ad41,ad23,ad18,ad05,ad54,ad66,ad46,ad76,ad02,ad62,ad50,ad16,ad30,ad12,ad39,ad73,ad65,ad11,ad53,5,5,6,5,5,6,4,4,4,7,4,3,3,5,4,4,3,5,4,5,4,4,4,5,4,5
264,R_32QSSeXVnZkU2Uj,R_32QSSeXVnZkU2Uj,468,bzhsB3vny,7,5,NA,5,NA,NA,NA,NA,NA,NA,7,4,7,NA,5,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,5,5,5,NA,4,NA,NA,NA,6,NA,NA,7,NA,4,NA,5,NA,NA,NA,NA,5,NA,6,5,NA,NA,NA,NA,5,NA,4,4,5,NA,NA,5,5,NA,4,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,"No, I've never played any version of this game before",NA,NA,I never play word-finding games,Less experienced,I was less skilled than most people,12,"With a trackpad<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_56WYyxpIN9rhHhz"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Mozilla Firefox,NA,22,Male,Other,trout,"Yes, I only spoke English growing up",NA,no,ability to find words,NA,1,ad40|ad31|ad29|ad51|ad37|ad33|ad42|ad14|ad10|ad67|catch1|ad01|ad60|ad21|ad12|ad49|ad57|ad70|ad30|ad11|ad64|catch2|ad59|ad65|ad52|ad61|ad03|ad44,NA,NA,ad40,ad31,ad29,ad51,ad37,ad33,ad42,ad14,ad10,ad67,ad01,ad60,ad21,ad12,ad49,ad57,ad70,ad30,ad11,ad64,ad59,ad65,ad52,ad61,ad03,ad44,7,5,5,6,6,4,4,5,7,4,5,4,7,7,5,5,6,5,4,5,4,5,5,5,5,5
130,R_32RBRmOd5gwAmvw,R_32RBRmOd5gwAmvw,932,j6vB0KRWb,3,5,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,5,NA,NA,NA,7,NA,NA,NA,NA,5,NA,7,NA,NA,NA,1,NA,NA,7,NA,5,NA,5,7,NA,5,5,NA,5,NA,7,NA,NA,5,NA,4,NA,5,5,NA,NA,6,NA,NA,NA,6,1,5,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,6,4,4,1,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,A few times a year,As experienced,I was as skilled as most people,10,"With a trackpad<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_56WYyxpIN9rhHhz"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Safari,NA,31,Female,Other,trout,"Yes, I only spoke English growing up",NA,I don't know I couldn't get a handle on the buttons. But I knew like 50 words! It was really frustrating to me. ,How we perceive the advice from people who've played the game ,"None Thank you. Frustrating, but fun :)",1,ad48|ad58|ad36|ad73|ad01|ad43|ad24|ad17|ad39|ad54|catch1|ad41|ad50|ad78|ad64|ad60|ad51|ad33|ad46|ad35|ad07|catch2|ad38|ad59|ad13|ad31|ad22|ad28,NA,NA,ad48,ad58,ad36,ad73,ad01,ad43,ad24,ad17,ad39,ad54,ad41,ad50,ad78,ad64,ad60,ad51,ad33,ad46,ad35,ad07,ad38,ad59,ad13,ad31,ad22,ad28,4,6,7,7,5,7,7,7,5,6,5,5,6,6,5,5,5,5,5,6,5,1,5,7,5,1
66,R_33gzGe15vl0Rqn2,R_33gzGe15vl0Rqn2,445,30mEWGeVyV,10,NA,NA,5,NA,NA,7,6,NA,NA,7,NA,NA,NA,NA,2,NA,NA,NA,6,5,7,NA,NA,NA,7,NA,3,NA,NA,NA,NA,6,NA,NA,5,NA,NA,NA,NA,NA,6,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,4,NA,NA,NA,NA,NA,7,7,NA,4,NA,6,4,7,7,5,NA,NA,7,5,NA,4,4,1,"No, I've never played any version of this game before",NA,NA,I never play word-finding games,As experienced,I was as skilled as most people,12,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,38,Male,Other,trout,"Yes, I only spoke English growing up",NA,no,word-finding ability,n/a,1,ad76|ad06|ad71|ad10|ad72|ad15|ad77|ad64|ad20|ad73|catch1|ad43|ad21|ad19|ad32|ad67|ad69|ad70|ad35|ad55|ad03|catch2|ad41|ad25|ad65|ad27|ad58|ad07,NA,NA,ad76,ad06,ad71,ad10,ad72,ad15,ad77,ad64,ad20,ad73,ad43,ad21,ad19,ad32,ad67,ad69,ad70,ad35,ad55,ad03,ad41,ad25,ad65,ad27,ad58,ad07,7,7,7,7,7,2,5,7,5,5,7,7,6,6,4,6,4,5,7,5,6,7,7,3,4,6
201,R_33rwt0HjEWztK4U,R_33rwt0HjEWztK4U,700,jTa8npbznq,9,7,NA,NA,NA,NA,6,7,6,NA,7,NA,NA,NA,NA,NA,4,NA,NA,NA,2,NA,NA,NA,7,NA,6,NA,NA,NA,NA,NA,5,NA,7,7,7,5,NA,NA,NA,NA,NA,NA,2,NA,NA,6,NA,NA,NA,4,6,NA,7,NA,NA,7,7,NA,NA,NA,NA,7,6,NA,NA,6,NA,NA,NA,6,NA,NA,NA,NA,5,NA,NA,4,4,1,"Yes, I've played some version of this game before",Within the last year,More than 5 years ago,A few times a month,As experienced,I was as skilled as most people,10,"With a trackpad<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_56WYyxpIN9rhHhz"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Other,Microsoft Edge,31,Female,Other,trout,"Yes, I only spoke English growing up",NA,No,To see if we actually took the advice of other participants. ,NA,1,ad44|ad06|ad36|ad24|ad07|ad10|ad51|ad37|ad16|ad26|catch1|ad01|ad20|ad71|ad54|ad64|ad47|ad58|ad34|ad57|ad63|catch2|ad32|ad08|ad35|ad52|ad76|ad67,NA,NA,ad44,ad06,ad36,ad24,ad07,ad10,ad51,ad37,ad16,ad26,ad01,ad20,ad71,ad54,ad64,ad47,ad58,ad34,ad57,ad63,ad32,ad08,ad35,ad52,ad76,ad67,2,6,7,7,7,7,4,5,4,6,7,2,6,7,6,6,7,7,7,7,5,6,7,6,5,6
113,R_3D7O1OyrvKv4VeP,R_3D7O1OyrvKv4VeP,1468,32MNkwf52T,9,NA,5,NA,NA,6,5,NA,7,7,6,NA,NA,NA,NA,5,NA,NA,NA,7,NA,NA,NA,7,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,6,NA,6,NA,NA,6,NA,NA,7,NA,NA,5,NA,NA,NA,NA,7,NA,NA,NA,6,NA,7,NA,NA,NA,6,6,5,7,2,NA,5,4,4,1,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,A few times a year,More experienced,I was more skilled than most people,6,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Mozilla Firefox,NA,38,Male,Other,trout,"Yes, I only spoke English growing up",NA,it's hard to get the actual letters to be selected properly.  ,it boggles my mind,NA,1,ad75|ad74|ad08|ad78|ad19|ad10|ad72|ad09|ad66|ad51|catch1|ad73|ad57|ad48|ad05|ad46|ad15|ad54|ad35|ad68|ad06|catch2|ad02|ad76|ad28|ad41|ad62|ad23,NA,NA,ad75,ad74,ad08,ad78,ad19,ad10,ad72,ad09,ad66,ad51,ad73,ad57,ad48,ad05,ad46,ad15,ad54,ad35,ad68,ad06,ad02,ad76,ad28,ad41,ad62,ad23,7,5,7,5,7,6,6,7,6,6,6,5,6,6,6,5,7,6,7,5,5,2,2,7,7,7
99,R_3Djt1b8IaOLU9mS,R_3Djt1b8IaOLU9mS,641,tsiUcW9ILC,4,5,NA,NA,NA,NA,NA,7,5,6,5,NA,NA,6,NA,4,NA,NA,NA,NA,NA,NA,6,NA,NA,6,5,5,NA,NA,5,NA,NA,NA,6,NA,6,NA,6,NA,NA,NA,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,5,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,5,4,NA,NA,4,NA,4,4,1,"No, I've never played any version of this game before",NA,NA,Less than once a year,Less experienced,I was less skilled than most people,7,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,24,Female,Other,trout,"Yes, I only spoke English growing up",NA,NA,Determining what type of advice people who were only briefly exposed to stimuli would find helpful. ,NA,1,ad30|ad36|ad59|ad07|ad44|ad15|ad54|ad13|ad38|ad42|catch1|ad34|ad77|ad10|ad43|ad26|ad74|ad56|ad73|ad61|ad27|catch2|ad09|ad01|ad22|ad08|ad69|ad25,NA,NA,ad30,ad36,ad59,ad07,ad44,ad15,ad54,ad13,ad38,ad42,ad34,ad77,ad10,ad43,ad26,ad74,ad56,ad73,ad61,ad27,ad09,ad01,ad22,ad08,ad69,ad25,5,6,5,7,5,4,7,6,6,5,6,4,5,5,5,4,5,5,5,5,6,5,6,5,6,6
93,R_3Do2XNc7NfN9AT7,R_3Do2XNc7NfN9AT7,788,alH4tqcDsg,14,NA,3,NA,4,5,NA,5,NA,NA,NA,NA,NA,NA,2,NA,1,NA,4,NA,NA,NA,5,5,5,5,NA,4,NA,5,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,3,5,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,5,NA,NA,5,NA,5,5,NA,NA,3,5,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,3,NA,NA,NA,4,4,1,"Yes, I've played some version of this game before",Within the last 6 months,Within the last 6 months,A few times a year,As experienced,I was as skilled as most people,10,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,32,Male,Other,trout,"Yes, I only spoke English growing up",NA,nope,"Learning a game, then figuring it out.",NA,1,ad29|ad31|ad60|ad75|ad63|ad41|ad22|ad16|ad49|ad04|catch1|ad59|ad14|ad27|ad57|ad64|ad54|ad07|ad69|ad39|ad24|catch2|ad42|ad02|ad23|ad05|ad18|ad25,NA,NA,ad29,ad31,ad60,ad75,ad63,ad41,ad22,ad16,ad49,ad04,ad59,ad14,ad27,ad57,ad64,ad54,ad07,ad69,ad39,ad24,ad42,ad02,ad23,ad05,ad18,ad25,5,5,5,3,3,3,5,1,4,4,5,2,4,5,5,5,5,4,5,5,5,3,5,5,4,5
245,R_3DtpkWwmdCDP2ew,R_3DtpkWwmdCDP2ew,661,9WIEnaoJKh,11,6,NA,NA,4,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,6,5,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,5,NA,NA,NA,6,NA,NA,NA,NA,6,NA,2,NA,NA,NA,5,NA,6,6,NA,5,NA,5,NA,NA,2,2,6,6,NA,NA,5,NA,6,NA,NA,NA,NA,5,2,NA,NA,NA,NA,NA,4,4,1,"Yes, I've played some version of this game before",Within the last month,Within the last 6 months,A few times a month,As experienced,I was as skilled as most people,12,Other<br />,laptop,Google Chrome,NA,26,Male,Other,trout,"Yes, I only spoke English growing up",NA,no,to see peoples average in boggle,no,1,ad49|ad17|ad43|ad67|ad52|ad61|ad21|ad04|ad19|ad60|catch1|ad65|ad54|ad38|ad18|ad72|ad56|ad51|ad34|ad59|ad73|catch2|ad01|ad31|ad62|ad22|ad11|ad45,NA,NA,ad49,ad17,ad43,ad67,ad52,ad61,ad21,ad04,ad19,ad60,ad65,ad54,ad38,ad18,ad72,ad56,ad51,ad34,ad59,ad73,ad01,ad31,ad62,ad22,ad11,ad45,5,5,6,6,6,6,6,4,5,2,5,5,6,6,5,5,6,5,2,2,6,5,6,6,5,2
226,R_3DvaOmCJu7HyR06,R_3DvaOmCJu7HyR06,698,y1l8X3Zlc,4,5,NA,NA,NA,NA,5,NA,NA,NA,NA,4,NA,NA,4,NA,NA,4,5,4,NA,NA,4,5,NA,4,5,NA,3,NA,4,5,NA,NA,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA,5,4,5,NA,NA,NA,NA,5,NA,4,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,4,NA,NA,4,4,1,"No, I've never played any version of this game before",NA,NA,A few times a year,As experienced,I was less skilled than most people,4,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,26,Female,Other,trout,"Yes, I only spoke English growing up",NA,No errors,To see if we can unscrambble words ,Thank you,1,ad23|ad68|ad31|ad40|ad72|ad22|ad11|ad56|ad64|ad19|catch1|ad38|ad17|ad76|ad60|ad30|ad14|ad49|ad28|ad25|ad48|catch2|ad06|ad26|ad47|ad01|ad18|ad54,NA,NA,ad23,ad68,ad31,ad40,ad72,ad22,ad11,ad56,ad64,ad19,ad38,ad17,ad76,ad60,ad30,ad14,ad49,ad28,ad25,ad48,ad06,ad26,ad47,ad01,ad18,ad54,5,5,5,5,5,4,4,4,5,4,5,4,4,5,4,4,5,3,4,4,5,5,5,5,5,5
39,R_3ebiTEFNqz41lT3,R_3ebiTEFNqz41lT3,642,giOpJFgtoB,7,NA,NA,NA,4,4,5,NA,NA,NA,NA,NA,7,NA,6,NA,NA,NA,NA,NA,NA,NA,6,NA,7,NA,6,6,NA,NA,NA,NA,NA,5,7,6,NA,NA,NA,NA,NA,NA,7,5,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,6,NA,NA,NA,NA,7,NA,7,6,NA,NA,NA,5,4,6,NA,NA,6,6,NA,NA,NA,4,4,1,I'm not sure,NA,NA,Less than once a year,Less experienced,I was less skilled than most people,10,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,26,Female,Other,trout,"Yes, I only spoke English growing up",NA,no,to see if the advice given was good advice,NA,1,ad04|ad12|ad55|ad42|ad34|ad24|ad64|ad57|ad27|ad35|catch1|ad06|ad65|ad70|ad05|ad75|ad33|ad46|ad43|ad14|ad74|catch2|ad69|ad26|ad22|ad71|ad45|ad62,NA,NA,ad04,ad12,ad55,ad42,ad34,ad24,ad64,ad57,ad27,ad35,ad06,ad65,ad70,ad05,ad75,ad33,ad46,ad43,ad14,ad74,ad69,ad26,ad22,ad71,ad45,ad62,4,7,7,7,7,7,7,6,6,6,5,6,4,4,6,5,5,5,6,6,5,6,6,6,4,7
106,R_3exlNC72SI8pLWh,R_3exlNC72SI8pLWh,734,TPuOxUo4DC,1,NA,NA,4,NA,NA,6,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,4,NA,4,6,NA,5,6,6,NA,NA,5,5,NA,3,NA,NA,6,NA,NA,NA,6,5,NA,6,NA,7,5,6,NA,NA,NA,4,5,NA,4,4,1,"No, I've never played any version of this game before",NA,NA,Less than once a year,Less experienced,I was less skilled than most people,NA,"With a trackpad<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_56WYyxpIN9rhHhz"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Mozilla Firefox,NA,65,Female,Other,trout,"Yes, I only spoke English growing up",NA,No,"Not really sure..attention span, maybe?",NA,1,ad50|ad55|ad77|ad72|ad52|ad12|ad48|ad37|ad65|ad03|catch1|ad61|ad70|ad06|ad68|ad33|ad66|ad47|ad21|ad17|ad38|catch2|ad51|ad56|ad76|ad45|ad71|ad58,NA,NA,ad50,ad55,ad77,ad72,ad52,ad12,ad48,ad37,ad65,ad03,ad61,ad70,ad06,ad68,ad33,ad66,ad47,ad21,ad17,ad38,ad51,ad56,ad76,ad45,ad71,ad58,5,5,5,6,6,7,6,6,6,4,6,7,6,6,5,5,4,5,5,6,6,5,4,4,5,3
5,R_3EZ6PSi5tFfVk7P,R_3EZ6PSi5tFfVk7P,479,pkKTvwzIG,5,NA,NA,NA,NA,NA,NA,NA,6,6,NA,4,NA,NA,NA,6,NA,NA,6,NA,NA,6,6,NA,NA,NA,5,5,NA,NA,6,NA,NA,NA,5,NA,2,NA,6,NA,5,6,NA,NA,NA,4,NA,NA,NA,6,NA,NA,NA,NA,6,5,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,5,6,NA,NA,5,5,5,5,NA,NA,NA,NA,4,4,1,"No, I've never played any version of this game before",NA,NA,Less than once a year,Less experienced,I was less skilled than most people,7,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,29,Male,Other,trout,"Yes, I only spoke English growing up",NA,NA,NA,NA,1,ad34|ad73|ad49|ad74|ad15|ad45|ad55|ad36|ad18|ad26|catch1|ad67|ad64|ad08|ad72|ad11|ad27|ad38|ad68|ad41|ad54|catch2|ad40|ad71|ad30|ad21|ad09|ad22,NA,NA,ad34,ad73,ad49,ad74,ad15,ad45,ad55,ad36,ad18,ad26,ad67,ad64,ad08,ad72,ad11,ad27,ad38,ad68,ad41,ad54,ad40,ad71,ad30,ad21,ad09,ad22,5,5,6,5,6,4,5,2,6,5,5,6,6,5,4,5,6,6,6,6,5,5,6,6,6,6
119,R_3ezE47er8kezJ7x,R_3ezE47er8kezJ7x,507,wzc7NmENl1,0,NA,4,7,NA,NA,5,NA,6,NA,NA,4,NA,NA,3,4,4,NA,6,6,5,NA,NA,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,4,NA,NA,NA,NA,NA,5,NA,5,4,6,NA,NA,NA,NA,NA,NA,NA,5,6,NA,6,NA,NA,6,5,NA,5,NA,3,NA,NA,4,4,1,"No, I've never played any version of this game before",NA,NA,Less than once a year,Less experienced,I was less skilled than most people,4,"With a trackpad<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_56WYyxpIN9rhHhz"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,25,Male,Other,trout,"Yes, I only spoke English growing up",NA,no,I have no idea,NA,1,ad23|ad15|ad18|ad19|ad65|ad71|ad08|ad03|ad74|ad66|catch1|ad02|ad53|ad16|ad45|ad76|ad57|ad47|ad26|ad72|ad06|catch2|ad20|ad56|ad55|ad14|ad68|ad11,NA,NA,ad23,ad15,ad18,ad19,ad65,ad71,ad08,ad03,ad74,ad66,ad02,ad53,ad16,ad45,ad76,ad57,ad47,ad26,ad72,ad06,ad20,ad56,ad55,ad14,ad68,ad11,5,4,6,6,5,6,6,7,5,6,4,5,4,2,3,6,4,5,5,5,5,4,5,3,6,4
206,R_3F2KeQAL9fHXZUQ,R_3F2KeQAL9fHXZUQ,389,DmwC2Vmq34,15,6,4,5,NA,NA,5,7,NA,4,NA,4,NA,NA,4,NA,NA,7,NA,4,NA,NA,NA,NA,NA,NA,7,4,NA,NA,NA,NA,NA,7,6,NA,NA,1,7,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,7,NA,7,4,6,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,4,4,1,"No, I've never played any version of this game before",NA,NA,A few times a year,As experienced,I was more skilled than most people,10,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Internet Explorer,NA,32,Female,Other,trout,"Yes, I only spoke English growing up",NA,No,Making words from letters quickly,No,1,ad03|ad17|ad38|ad14|ad26|ad52|ad37|ad06|ad09|ad01|catch1|ad19|ad68|ad49|ad11|ad60|ad34|ad67|ad77|ad64|ad07|catch2|ad66|ad02|ad62|ad27|ad45|ad33,NA,NA,ad03,ad17,ad38,ad14,ad26,ad52,ad37,ad06,ad09,ad01,ad19,ad68,ad49,ad11,ad60,ad34,ad67,ad77,ad64,ad07,ad66,ad02,ad62,ad27,ad45,ad33,5,7,7,4,7,4,1,5,4,6,4,6,4,4,4,6,4,5,7,7,7,4,4,4,4,7
147,R_3fd5TUuj5qZYKyB,R_3fd5TUuj5qZYKyB,753,b5bV1Ks2Ib,13,NA,6,NA,NA,5,NA,NA,6,NA,5,NA,NA,6,5,NA,NA,7,6,NA,NA,NA,5,6,NA,NA,NA,5,NA,NA,5,NA,NA,NA,NA,6,4,5,NA,5,5,5,5,NA,3,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,5,NA,4,4,1,"Yes, I've played some version of this game before",Within the last year,Within the last year,A few times a year,As experienced,I was as skilled as most people,10,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,34,Female,Other,trout,"Yes, I only spoke English growing up",NA,no,I don't know,NA,1,ad02|ad59|ad08|ad70|ad39|ad37|ad50|ad23|ad17|ad13|catch1|ad77|ad14|ad27|ad05|ad42|ad44|ad62|ad40|ad35|ad51|catch2|ad36|ad30|ad18|ad10|ad22|ad41,NA,NA,ad02,ad59,ad08,ad70,ad39,ad37,ad50,ad23,ad17,ad13,ad77,ad14,ad27,ad05,ad42,ad44,ad62,ad40,ad35,ad51,ad36,ad30,ad18,ad10,ad22,ad41,6,3,6,4,5,5,4,6,7,6,5,5,5,5,5,3,5,5,6,4,4,5,6,5,5,5
