Progress,Duration (in seconds),Finished,ResponseId,t_consent_First Click,t_consent_Last Click,t_consent_Page Submit,t_consent_Click Count,t_landing_First Click,t_landing_Last Click,t_landing_Page Submit,t_landing_Click Count,inst1_t_First Click,inst1_t_Last Click,inst1_t_Page Submit,inst1_t_Click Count,inst2_t_First Click,inst2_t_Last Click,inst2_t_Page Submit,inst2_t_Click Count,cat_t_First Click,cat_t_Last Click,cat_t_Page Submit,cat_t_Click Count,cat_c,eise_t_First Click,eise_t_Last Click,eise_t_Page Submit,eise_t_Click Count,eise_c,adv_inst_t_First Click,adv_inst_t_Last Click,adv_inst_t_Page Submit,adv_inst_t_Click Count,adv_long_1,adv_medium_1,adv_short_1,prev_exp,prev_freq,avg_perf_1,input,input_7_TEXT,age,gender,catch,catch_4_TEXT,language,language_3_TEXT,language_2_TEXT,bugreport,hyp,comments,Fragment1,Fragment2,Fragment3,Fragment4,Fragment5,Fragment6,Fragment7,F1,F2,F3,F4,frag_1,frag_2,frag_3,frag_4,frag_5,frag_6,frag_7,frag_8,frag_9,frag_10,frag_11,full_1,full_2,full_3,full_4,full_5,full_6,full_7,full_8,full_9,full_10,full_11,ResponseID,Q_TotalDuration,inst_bar,inst_crab,inst_barb,inst_mat,advicerating_DO
100,340,TRUE,R_3DwlNGfWVDX130z,0,0,9.285,0,0,0,3.001,0,0,0,8.862,0,7.73,32.297,35.805,5,38.936,39.966,43.447,2,kRPfksa1P  ,76.245,76.858,80.336,2, Dcv6LUab  ,0,0,7.5,0,70,75,46,"No, I've never played any version of this game before",Less than once a year,2,"With a computer mouse

",,40,Female,Other,salmon,"Yes, I only spoke English growing up",,,no,words scramble,none,try words you're unsure of,look for suffixes to attach to words,go one letter at a time to find all the words with that letter,change letters for similar words,rearrange words to make other words,look for common letter combos,don't focus on one section,Start in the corner of the board,Don't pay attention to the time left,Don't try to find long words,Connect as many words as possible,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_3DwlNGfWVDX130z,340,0,0,1,0,adv_short|adv_medium|adv_long
100,343,TRUE,R_3IaayNF2UVpzHQD,0,0,2.162,0,0,0,1.377,0,0,0,34.028,0,17.324,35.856,37.388,5,26.921,26.921,29.311,1,CFhvUnISKS,74.398,74.398,76.839,1,KTVZ9nJwSL,0,0,14.633,0,72,31,81,"Yes, I've played some version of this game before",A few times a year,6,"With a computer mouse

",,24,Male,Other,salmon,"Yes, I only spoke English growing up",,,Nope,I guess about how good people are at scramble.,,rearrange words to make other words,connect as many words as possible,look for suffixes to attach to words,don't focus on one section,go one letter at a time to find all the words with that letter,don't try to find long words,try words you're unsure of,Look for common letter combos,Start in the corner of the board,Change letters for similar words,Don't pay attention to the time left,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_3IaayNF2UVpzHQD,343,1,0,0,0,adv_short|adv_long|adv_medium
100,395,TRUE,R_UyZYErrGAHBK9UJ,15.192,15.192,19.955,1,0,0,4.098,0,19.6,41.736,43.368,6,6.98,28.075,30.349,4,18.564,43.027,46.88,2,YlzCrMBXj,72.814,72.814,77.602,1,uu2b3k8KsU,0,0,32.104,0,84,85,52,"Yes, I've played some version of this game before",A few times a month,20,"With a trackpad

",,34,Female,Other,salmon,"Yes, I spoke English and these other languages growing up:",Spanish,,None,How good we are at finding words under a time limit.,,don't focus on one section,connect as many words as possible,rearrange words to make other words,try words you're unsure of,don't pay attention to the time left,don't try to find long words,look for common letter combos,Start in the corner of the board,Change letters for similar words,Look for suffixes to attach to words,Go one letter at a time to find all the words with that letter,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_UyZYErrGAHBK9UJ,395,1,0,0,0,adv_short|adv_long|adv_medium
100,287,TRUE,R_8JuFitijYbcqrN7,0,0,5.854,0,0,0,3.176,0,0,0,13.458,0,10.072,22.448,25.769,5,19.395,19.395,23.148,1,UUcaL2KBBy,73.15,73.15,77.475,1,gCkWiyvCQt,0,0,13.938,0,81,26,3,"Yes, I've played some version of this game before",A few times a year,12,"With a computer mouse

",,28,Female,Other,salmon,"Yes, I only spoke English growing up",,,No. Everything went fine.,Seeing how we judged people based on their ability to write clues for the game. ,,rearrange words to make other words,connect as many words as possible,try words you're unsure of,change letters for similar words,look for suffixes to attach to words,start in the corner of the board,don't pay attention to the time left,Don't try to find long words,Look for common letter combos,Don't focus on one section,Go one letter at a time to find all the words with that letter,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_8JuFitijYbcqrN7,287,0,1,0,0,adv_medium|adv_long|adv_short
100,244,TRUE,R_1CJZ60pbDM6mVwe,0,0,2.183,0,0,0,1.628,0,0,0,9.348,0,5.4,20.895,22.376,5,10.595,13.804,15.833,3,u1oKLTRH56,66.881,66.881,69.402,1,xghtFoUfmM,0,0,8.005,0,70,56,21,"Yes, I've played some version of this game before",A few times a week,7,"With a trackpad

",,20,Female,Other,salmon,"Yes, I only spoke English growing up",,,None,How well people perform on word related tasks,,connect as many words as possible,go one letter at a time to find all the words with that letter,look for common letter combos,change letters for similar words,look for suffixes to attach to words,start in the corner of the board,don't focus on one section,Try words you're unsure of,Rearrange words to make other words,Don't try to find long words,Don't pay attention to the time left,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_1CJZ60pbDM6mVwe,244,1,0,0,0,adv_long|adv_short|adv_medium
100,323,TRUE,R_1DJdCgBo8vQlcDn,0,0,4.776,0,0,0,5.303,0,0,0,14.454,0,8.195,36.415,38.602,4,22.987,23.186,25.504,2,Qi8USLrJaN  ,80.472,80.682,83.369,2,4Oxz7YftIz ,0,0,7.853,0,85,79,16,"No, I've never played any version of this game before",Less than once a year,5,"With a computer mouse

",,39,Male,Other,salmon,"Yes, I only spoke English growing up",,,no,i don't know,thank you,look for suffixes to attach to words,go one letter at a time to find all the words with that letter,don't pay attention to the time left,look for common letter combos,start in the corner of the board,don't focus on one section,change letters for similar words,Rearrange words to make other words,Don't try to find long words,Try words you're unsure of,Connect as many words as possible,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_1DJdCgBo8vQlcDn,323,1,1,1,0,adv_medium|adv_short|adv_long
100,319,TRUE,R_1Qouf2895SZLZG1,2.303,2.303,3.929,1,0,0,3.025,0,4.606,5.406,10.752,2,1.887,43.876,45.052,16,2.401,24.943,27.904,3,W0p2Q3GTM  ,2.181,81.01,84.856,6,Gu7sfeXbT  ,3.408,4.47,8.851,2,26,26,57,"No, I've never played any version of this game before",Less than once a year,10,"With a trackpad

",,28,Female,Other,salmon,"Yes, I only spoke English growing up",,,no,mind games,,start in the corner of the board,try words you're unsure of,go one letter at a time to find all the words with that letter,don't try to find long words,look for suffixes to attach to words,rearrange words to make other words,connect as many words as possible,Look for common letter combos,Don't focus on one section,Don't pay attention to the time left,Change letters for similar words,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_1Qouf2895SZLZG1,319,1,1,0,0,adv_long|adv_short|adv_medium
100,251,TRUE,R_2c7rGJTFEsf3K61,0,0,2.327,0,0,0,2.511,0,0,0,41.027,0,3.515,17.843,20.041,4,17.236,17.53,19.618,2, eBhjvEKCDt ,69.245,69.245,70.453,1,YyXZOfusB2  ,0,0,7.313,0,80,70,59,"No, I've never played any version of this game before",I never play word-finding games,10,"With a computer mouse

",,32,Male,Other,salmon,"Yes, I only spoke English growing up",,,,I'm not sure,,look for suffixes to attach to words,don't pay attention to the time left,change letters for similar words,rearrange words to make other words,don't try to find long words,connect as many words as possible,don't focus on one section,Look for common letter combos,Go one letter at a time to find all the words with that letter,Start in the corner of the board,Try words you're unsure of,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_2c7rGJTFEsf3K61,251,1,0,1,0,adv_short|adv_long|adv_medium
100,322,TRUE,R_1ou57IIhGaGLKM7,0,0,15.999,0,0,0,12.723,0,0,0,15.659,0,4.428,27.912,29.029,9,6.36,23.289,25.524,2,b7zecwwmMK  ,71.121,72.42,74.599,2,mLeukiqvvK  ,0,0,17.514,0,84,69,78,"No, I've never played any version of this game before",A few times a year,5,"With a trackpad

",,36,Female,Other,salmon,"Yes, I only spoke English growing up",,,"no errors, glitches or other problems",the ability to find words in boggle,"it was a fun study, thank you",look for common letter combos,rearrange words to make other words,try words you're unsure of,don't pay attention to the time left,go one letter at a time to find all the words with that letter,start in the corner of the board,look for suffixes to attach to words,Connect as many words as possible,Don't try to find long words,Don't focus on one section,Change letters for similar words,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_1ou57IIhGaGLKM7,322,1,1,0,0,adv_medium|adv_long|adv_short
100,312,TRUE,R_Wdh0QvYLcM9wyUV,0,0,7.303,0,0,0,2.883,0,1.92,1.92,10.323,1,8.817,25.102,28.013,4,20.392,20.675,22.983,2,dabwuvpXdQ,76.52,76.52,78.514,1,CzNFenGi6t ,0,0,22.475,0,63,45,89,"Yes, I've played some version of this game before",A few times a year,10,"With a computer mouse

",,39,Female,Other,salmon,"Yes, I only spoke English growing up",,,none,word finder?,"I love these kinds of studies, fun but helpful!",rearrange words to make other words,change letters for similar words,start in the corner of the board,don't pay attention to the time left,connect as many words as possible,don't focus on one section,try words you're unsure of,Look for suffixes to attach to words,Look for common letter combos,Go one letter at a time to find all the words with that letter,Don't try to find long words,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_Wdh0QvYLcM9wyUV,312,0,0,0,0,adv_long|adv_medium|adv_short
100,289,TRUE,R_3oXS1lNyNowvLXq,0,0,9.31,0,0,0,2.433,0,0,0,16.428,0,6.511,28.425,30.253,5,27.002,27.002,33.505,1,QaglgeySpb,68.32,70.852,72.807,3,hJzYOcLCZc,0,0,13.505,0,71,74,22,"No, I've never played any version of this game before",I never play word-finding games,5,"With a computer mouse

",,33,Male,Other,salmon,"Yes, I only spoke English growing up",,,Nope,I don't know,I don't,don't pay attention to the time left,start in the corner of the board,go one letter at a time to find all the words with that letter,change letters for similar words,look for suffixes to attach to words,look for common letter combos,connect as many words as possible,Don't try to find long words,Don't focus on one section,Rearrange words to make other words,Try words you're unsure of,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_3oXS1lNyNowvLXq,289,1,1,1,0,adv_short|adv_medium|adv_long
100,397,TRUE,R_279yBPq6Ad4MYiS,0,0,11.92,0,0,0,6.195,0,0,0,24.556,0,9.508,45.073,48.288,4,43.052,43.501,52.761,2,8BwUcXDLXx ,77.187,79.601,83.06,3,e7vcKL9et,0,0,8.326,0,63,20,3,"Yes, I've played some version of this game before",A few times a year,10,"With a computer mouse

",,27,Female,Other,salmon,"Yes, I only spoke English growing up",,,no,finding words quickly,,connect as many words as possible,start in the corner of the board,don't focus on one section,change letters for similar words,rearrange words to make other words,look for common letter combos,look for suffixes to attach to words,Try words you're unsure of,Don't try to find long words,Go one letter at a time to find all the words with that letter,Don't pay attention to the time left,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_279yBPq6Ad4MYiS,397,1,1,0,0,adv_long|adv_medium|adv_short
100,234,TRUE,R_1q1VkBt3dnN5A3R,2.155,3.832,4.504,2,0,0,4.986,0,5.393,6.58,12.804,2,1.38,20.105,21.465,17,4.434,21.822,23.807,5,E6lOamBZQs,5.403,73.177,75.353,3,C9GFCgRI5d  ,0,0,7.948,0,82,76,18,"Yes, I've played some version of this game before",Less than once a year,8,"With a computer mouse

",,38,Female,Other,salmon,"Yes, I only spoke English growing up",,,no,not sure,,don't try to find long words,change letters for similar words,go one letter at a time to find all the words with that letter,rearrange words to make other words,connect as many words as possible,start in the corner of the board,look for common letter combos,Don't pay attention to the time left,Don't focus on one section,Look for suffixes to attach to words,Try words you're unsure of,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_1q1VkBt3dnN5A3R,234,1,0,0,0,adv_medium|adv_long|adv_short
100,253,TRUE,R_2tyaIkR1X2NxuOU,0,0,10.431,0,2.701,2.701,3.087,1,0,0,11.137,0,7.646,26.725,27.072,5,24.717,24.717,26.947,1,aOawLfBvSy  ,69.998,72.784,73.255,2,Jli3SeEpxp  ,0,0,8.131,0,34,46,74,"Yes, I've played some version of this game before",A few times a year,7,"With a computer mouse

",,38,Female,Other,salmon,"Yes, I only spoke English growing up",,,,,,try words you're unsure of,don't try to find long words,don't focus on one section,look for suffixes to attach to words,go one letter at a time to find all the words with that letter,don't pay attention to the time left,start in the corner of the board,Look for common letter combos,Change letters for similar words,Rearrange words to make other words,Connect as many words as possible,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_2tyaIkR1X2NxuOU,253,0,0,0,0,adv_medium|adv_short|adv_long
100,347,TRUE,R_2QfBORwoTzQvJwi,0,0,3.425,0,0,0,3.459,0,0,0,22.775,0,7.899,37.282,39.178,4,68.146,68.522,70.917,2,h53V1aYFly,70.61,70.881,73.662,2,IJxRcb9PPh  ,0,0,15.768,0,64,18,57,"Yes, I've played some version of this game before",A few times a year,12,"With a computer mouse

",,30,Male,Other,salmon,"Yes, I only spoke English growing up",,,none,it was fun to play and well paid,,don't try to find long words,start in the corner of the board,look for common letter combos,go one letter at a time to find all the words with that letter,connect as many words as possible,change letters for similar words,don't focus on one section,Rearrange words to make other words,Don't pay attention to the time left,Try words you're unsure of,Look for suffixes to attach to words,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_2QfBORwoTzQvJwi,347,1,0,0,0,adv_short|adv_long|adv_medium
100,406,TRUE,R_1gCSeBNJoLVldYs,0,0,2.189,0,0,0,3.89,0,1.446,28.875,30.967,11,5.301,26.842,29.292,5,0.8,21.4,27.404,16,Df0K6mSM7O,0.849,68.402,70.5,17,OH7KfMZk6,2.886,10.32,11.045,5,91,71,30,"No, I've never played any version of this game before",Less than once a year,6,"With a computer mouse

",,19,Male,Other,salmon,"Yes, I spoke English and these other languages growing up:",Spanish,,I did not.,I think that this survey was about testing how easily people can search for words in a word-search game.,I really enjoyed this survey.,don't pay attention to the time left,connect as many words as possible,go one letter at a time to find all the words with that letter,start in the corner of the board,rearrange words to make other words,look for suffixes to attach to words,don't focus on one section,Don't try to find long words,Look for common letter combos,Try words you're unsure of,Change letters for similar words,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_1gCSeBNJoLVldYs,406,1,0,0,0,adv_medium|adv_long|adv_short
100,416,TRUE,R_1GNyhrOQHw8PtAg,0,0,3.896,0,0,0,4.69,0,0,0,31.123,0,7.242,40.345,47.358,5,36.706,36.706,40.312,1,nYDzT37MLQ,72.182,72.182,75.578,1,Ffdh9awV2v,0,0,13.937,0,35,64,83,I'm not sure,I never play word-finding games,5,"With a computer mouse

",,21,Male,Other,salmon,"Yes, I only spoke English growing up",,,No everything worked as intended.,To examine reactions to advice after finishing a challenge. ,I don't have anything to add.,go one letter at a time to find all the words with that letter,rearrange words to make other words,don't pay attention to the time left,don't focus on one section,look for common letter combos,don't try to find long words,start in the corner of the board,Look for suffixes to attach to words,Change letters for similar words,Connect as many words as possible,Try words you're unsure of,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_1GNyhrOQHw8PtAg,416,1,0,0,0,adv_medium|adv_short|adv_long
100,331,TRUE,R_3hg48joE9W022d0,0,0,6.053,0,0,0,4.54,0,0,0,19.593,0,25.004,45.964,48.509,4,9.505,28.825,32.296,2,r3iU7Tc85t  ,71.656,71.656,74.441,1,LF0kWjKomn  ,0,0,8.149,0,56,40,56,"No, I've never played any version of this game before",I never play word-finding games,3,"With a computer mouse

",,26,Female,Other,salmon,"Yes, I only spoke English growing up",,,no,getting as much words as I can,N/A,change letters for similar words,connect as many words as possible,look for suffixes to attach to words,don't try to find long words,start in the corner of the board,try words you're unsure of,rearrange words to make other words,Go one letter at a time to find all the words with that letter,Look for common letter combos,Don't focus on one section,Don't pay attention to the time left,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_3hg48joE9W022d0,331,0,1,0,0,adv_short|adv_long|adv_medium
100,368,TRUE,R_yDYsnOA8rfudPy1,113.804,113.804,121.838,1,0,0,1.825,0,0,0,9.38,0,4.063,24.334,25.485,8,16.585,16.585,20.023,1,M30Ids2bXp,66.768,66.768,68.911,1,CwGZPvaixD  ,0,0,7.463,0,14,9,0,"Yes, I've played some version of this game before",Less than once a year,4,"With a computer mouse

",,34,Male,Other,salmon,"Yes, I only spoke English growing up",,,No,Dont know,Good luck!,look for common letter combos,rearrange words to make other words,start in the corner of the board,change letters for similar words,go one letter at a time to find all the words with that letter,don't pay attention to the time left,don't focus on one section,Try words you're unsure of,Connect as many words as possible,Look for suffixes to attach to words,Don't try to find long words,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_yDYsnOA8rfudPy1,368,1,1,0,0,adv_medium|adv_long|adv_short
100,387,TRUE,R_3JDvuSItRhEFNjO,0,0,16.631,0,4.008,4.008,5.053,1,22.394,26.32,30.203,3,12.262,30.604,33.79,4,45.963,46.416,48.767,2,FMcm4gdpI0  ,71.816,71.816,75.045,1,1laDXLKjML,15.701,21.783,22.447,4,45,35,13,"No, I've never played any version of this game before",A few times a year,3,"With a trackpad

",,25,Female,Other,salmon,"Yes, I only spoke English growing up",,,no,it seems interesting,,connect as many words as possible,go one letter at a time to find all the words with that letter,rearrange words to make other words,look for common letter combos,look for suffixes to attach to words,change letters for similar words,don't try to find long words,Don't focus on one section,Don't pay attention to the time left,Try words you're unsure of,Start in the corner of the board,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_3JDvuSItRhEFNjO,387,0,0,0,0,adv_medium|adv_long|adv_short
100,357,TRUE,R_3J1PrpI6P6EDVCO,9.679,9.679,10.94,1,0,0,2.737,0,0,0,30.675,0,5.061,29.968,30.695,9,15.474,26.398,27.331,2,q6DHt5SLr,73.735,74.844,92.697,2,bcdJBD7IUG,0,0,13.632,0,94,49,74,"No, I've never played any version of this game before",A few times a year,15,"With a trackpad

",,32,Female,Other,salmon,"Yes, I only spoke English growing up",,,no,I think this study was to test skills,,start in the corner of the board,don't pay attention to the time left,rearrange words to make other words,look for common letter combos,change letters for similar words,don't focus on one section,go one letter at a time to find all the words with that letter,Don't try to find long words,Connect as many words as possible,Look for suffixes to attach to words,Try words you're unsure of,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_3J1PrpI6P6EDVCO,357,0,0,0,1,adv_short|adv_long|adv_medium
100,319,TRUE,R_1mQ5feWlu5bb04j,0,0,6.042,0,0,0,2.451,0,0,0,21.566,0,11.114,31.447,37.082,5,10.599,37.891,43.327,3,mn5gtu6YU8,69.114,69.307,73.693,2,DSFGpiGOQX,0,0,13.196,0,100,57,15,"No, I've never played any version of this game before",A few times a year,7,"With a computer mouse

",,25,Male,Other,salmon,"Yes, I only spoke English growing up",,,NO,Memory game called Boggle,,try words you're unsure of,don't focus on one section,start in the corner of the board,rearrange words to make other words,look for suffixes to attach to words,connect as many words as possible,change letters for similar words,Don't try to find long words,Look for common letter combos,Go one letter at a time to find all the words with that letter,Don't pay attention to the time left,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_1mQ5feWlu5bb04j,319,1,0,1,0,adv_short|adv_long|adv_medium
