Progress,Duration (in seconds),Finished,ResponseId,t_consent_First Click,t_consent_Last Click,t_consent_Page Submit,t_consent_Click Count,t_landing_First Click,t_landing_Last Click,t_landing_Page Submit,t_landing_Click Count,inst1_t_First Click,inst1_t_Last Click,inst1_t_Page Submit,inst1_t_Click Count,inst2_t_First Click,inst2_t_Last Click,inst2_t_Page Submit,inst2_t_Click Count,cat_t_First Click,cat_t_Last Click,cat_t_Page Submit,cat_t_Click Count,cat_c,eise_t_First Click,eise_t_Last Click,eise_t_Page Submit,eise_t_Click Count,eise_c,lnpk_t_First Click,lnpk_t_Last Click,lnpk_t_Page Submit,lnpk_t_Click Count,lnpk_c,mpeh_t_First Click,mpeh_t_Last Click,mpeh_t_Page Submit,mpeh_t_Click Count,mpeh_c,qual_fr,qual_mc,qual_mc_na,qual_percs_1,qual_percs_2,qual_percs_3,qual_percs_4,qual_percs_5,qual_percs_6,qual_percs_7,qual_percs_8,qual_percs_9,qual_percs_10,qual_slide_1,qual_t_First Click,qual_t_Last Click,qual_t_Page Submit,qual_t_Click Count,qual_expl,prev_exp,prev_last,prev_first,prev_freq,rel_skill,rel_exp,input,input_7_TEXT,age,gender,catch,catch_4_TEXT,language,language_3_TEXT,language_2_TEXT,bugreport,hyp,comments,ResponseID,Q_TotalDuration,inst_bar,inst_crab,inst_barb,inst_mat,hypothetical_DO
100,494,TRUE,R_1IzrUJBsVw2p2hC,0,0,9.03,0,0,0,4.426,0,0,0,9.903,0,14.729,35.802,39.351,4,10.514,34.399,39.034,2,5UCUNJcZUL,10.459,71.592,74.427,6,N7PBjyZy4y  ,55.011,68.18,71.67,3,RvBuuelztx  ,53.421,67.952,70.281,2,ejUlHj0kRw,,,,,,,,,,,,,,31,18.643,18.643,20.358,1,Really had a hard time with my mouse being able to correctly line the words,"Yes, I've played some version of this game before",Within the last year,Within the last year,A few times a month,I was less skilled than most people,I was as experienced as most people,"With a computer mouse

",,45,Female,Other,potato,"Yes, I only spoke English growing up",,,Had an issue with my mouse being able to drag to the letters,how ell average people know words in a word game,,R_1IzrUJBsVw2p2hC,494,0,0,0,1,Q167|qual_slide|qual_t
100,494,TRUE,R_3KxsnSKtBAONbZy,6.133,6.133,7.024,1,0,0,5.994,0,5.779,9.694,15.319,2,4.722,21.7,22.425,8,9.637,31.077,32.022,4,QpJR1M1mP ,3.015,75.865,79.11,4,dsIktkcXxu ,2.603,70.947,73.386,4,GgCEZueF7I ,4.173,70.142,73.065,3,BzlKIhvy7C ,,,,,,,,,,,,,,99,10.437,24.966,25.892,2,I want to understand the strategy to their success.,"Yes, I've played some version of this game before",Within the last week,More than 5 years ago,A few times a week,I was more skilled than most people,I was more experienced than most people,"With a trackpad

",,42,Female,Other,potato,"Yes, I only spoke English growing up",,,,I really am not sure,,R_3KxsnSKtBAONbZy,494,1,1,0,0,Q167|qual_slide|qual_t
100,494,TRUE,R_4Iti34tu5dXCi3L,2.958,2.958,3.523,1,0,0,3.115,0,0,0,19.772,0,5.43,24.518,26.749,5,20.84,21.167,24.585,2,IWRQ0RcYr2,69.69,69.69,71.571,1,4jNOaGrj87,67.582,67.582,69.407,1,I6S90vofH4,66.223,66.223,68.089,1,DMq2Nh8NZ,,,,7 - Extremely helpful,7 - Extremely helpful,6,6,5,4,3,2,1 - Extremely unhelpful,1 - Extremely unhelpful,,26.279,36.094,37.721,10,"The better the person performed, the more likely they are to give useful feedback, all other things considered.","Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,Less than once a year,I was as skilled as most people,I was less experienced than most people,"With a computer mouse

",,35,Male,Other,potato,"Yes, I only spoke English growing up",,,,Testing how the brain processes language relationships based on certain order/organizational rules.,"Nice study, hope to do more!",R_4Iti34tu5dXCi3L,494,1,0,0,0,Q167|qual_percs|qual_t
100,495,TRUE,R_3IRXeIdf4Mxo9Y5,0,0,5.689,0,0,0,2.829,0,2.927,4.698,28.786,2,8.055,25.152,28.25,7,11.793,23.417,24.478,3,nJE5pi36mC,77.114,84.916,87.819,3,CInRVTeedj  ,71.994,75.184,76.444,2,iIQnIRv9JR  ,71.012,77.528,78.778,3,vkC0HNvQ7t ,,,,,,,,,,,,,,70,17.291,17.291,18.534,1,It would be more challenging and put in a group that performed well on this game,"Yes, I've played some version of this game before",Within the last year,Within the last year,A few times a year,I was less skilled than most people,I was less experienced than most people,"With a trackpad

",,30,Male,Other,potato,"Yes, I only spoke English growing up",,,,it was interesting and challenging,,R_3IRXeIdf4Mxo9Y5,495,1,0,1,0,Q167|qual_slide|qual_t
100,495,TRUE,R_vYxNMRSILYibuIF,10.386,10.386,12.133,1,2.941,2.941,3.982,1,0,0,8.728,0,4.376,25.323,26.221,9,14.158,36.102,39.111,4,h6BIaMLOeK  ,14.897,93.191,97.054,4,lNyxzQfmX7,2.483,78.726,81.928,5,lmrERi9MTJ  ,3.011,74.145,79.123,4,gpmICbu95  ,,The participant who scored the best in the game,,,,,,,,,,,,,14.763,14.763,17.178,1,That would help me play better. ,"Yes, I've played some version of this game before",Within the last week,Within the last month,A few times a month,I was more skilled than most people,I was as experienced as most people,"With a trackpad

",,49,Female,Other,potato,"Yes, I only spoke English growing up",,,,Quick thinking,,R_vYxNMRSILYibuIF,495,0,0,1,0,Q167|qual_mc|qual_t
100,495,TRUE,R_22nUP9W5MSO02SO,0,0,2.261,0,0,0,2.128,0,0,0,23.215,0,8.897,28.336,30.094,5,24.401,26.666,27.402,2,0DWWhzzhQ6,72.699,72.699,75.507,1,b01rzRdq8j,69.958,69.958,72.398,1,SROUeBCIis,15.34,70.286,71.802,2,IqSvDa4eF,,,,7 - Extremely helpful,6,6,5,5,4,3,3,2,1 - Extremely unhelpful,,4.615,43.651,48.524,12,"Those in the highest percentile are knowledgeable about the game, and therefore their advice would be more helpful to me in improving my own score. Those in the lower percentiles do not have the knowledge to help me with proper advice.","No, I've never played any version of this game before",,,I never play word-finding games,I was as skilled as most people,I was less experienced than most people,"With a computer mouse

",,22,Male,Other,potato,"Yes, I only spoke English growing up",,,,Peoples reaction times to word puzzles,,R_22nUP9W5MSO02SO,495,1,1,0,0,Q167|qual_percs|qual_t
100,496,TRUE,R_2CdecCO9W2rOAo7,0,0,2.746,0,0,0,3.975,0,13.216,13.465,14.561,2,6.449,19.745,21.689,4,24.198,31.463,32.84,2,vFLfGvdN2w  ,69.75,69.75,73.524,1,gE4fRFDgbO  ,63.587,68.475,71.883,2,p5b4hKKRLw,68.777,74.817,77.155,6,IsUa3BfWjR ,,,,,,,,,,,,,,99,8.757,21.493,22.038,7,I wouldn't want advice from someone bad at this game but from someone who knew what they were doing.,"Yes, I've played some version of this game before",Over a year ago,Within the last 5 years,Less than once a year,I was as skilled as most people,I was less experienced than most people,"With a computer mouse

",,27,Male,Other,potato,"Yes, I spoke English and these other languages growing up:",chinese,,,"When looking for advice, how does one determine who to ask.",,R_2CdecCO9W2rOAo7,496,0,0,0,0,Q167|qual_slide|qual_t
100,496,TRUE,R_3PSHNKfIS54uSEb,0,0,3.655,0,0,0,1.789,0,0,0,20.421,0,5.435,20.766,24.122,4,31.648,32.043,34.714,2,mFJzBVHM  ,68.776,68.776,72.371,1,DmdsCfX29g  ,68.514,68.514,71.286,1,RBUSV2KlaJ  ,67.226,67.226,70.679,1,cUMzuG67uZ  ,,,The participant who scored the best in the game,,,,,,,,,,,,26.713,26.713,31.716,1,I think the person who scored best would understand the game the best and give the best advice.,"Yes, I've played some version of this game before",Within the last year,More than 5 years ago,I never play word-finding games,I was as skilled as most people,I was as experienced as most people,"With a computer mouse

",,26,Female,Other,potato,"Yes, I only spoke English growing up",,,,word search abilities,,R_3PSHNKfIS54uSEb,496,0,0,0,0,Q167|qual_mc_na|qual_t
100,496,TRUE,R_ulBvZ9iJACnviMN,0,0,8.701,0,0,0,1.781,0,0,0,8.603,0,5.988,17.755,20.686,4,21.592,21.904,25.249,2,IlPSgTYI5a ,70.702,70.702,73.959,1,H20KBdUsXE ,68.682,68.906,72.667,2,5HxWcevJF4  ,67.709,70.677,73.645,3,uo3X9jXXk0  ,,,,7 - Extremely helpful,6,5,4,3,2,1 - Extremely unhelpful,1 - Extremely unhelpful,1 - Extremely unhelpful,1 - Extremely unhelpful,,19.023,35.014,37.077,13,I think getting advice from the top players would help me better to play the game than getting advice from the worst players.,"Yes, I've played some version of this game before",Within the last year,More than 5 years ago,A few times a year,I was less skilled than most people,I was less experienced than most people,"With a computer mouse

",,22,Female,Other,Potato,"Yes, I only spoke English growing up",,,,To see how quickly participants can find words and how quick their minds can think.,No comments.,R_ulBvZ9iJACnviMN,496,0,0,0,0,Q167|qual_percs|qual_t
100,496,TRUE,R_1Ljl2i9ANbs2Bkp,0,0,3.785,0,0,0,83.729,0,0,0,16.32,0,5.17,18.896,21.043,4,23.177,23.177,27.653,1,DUNJQahaSx  ,69.757,69.757,74.331,1,bpacBavNzG  ,1.136,67.751,69.99,2,RJSIEocbSd  ,68.056,69.71,73.109,2,isqwqV1BXo,,,,,,,,,,,,,,93,4.141,13.535,16.286,6,i only want to hear from someone who did well,"No, I've never played any version of this game before",,,A few times a year,I was as skilled as most people,I was as experienced as most people,"With a computer mouse

",,32,Female,Other,potato,"Yes, I only spoke English growing up",,,,not sure?,,R_1Ljl2i9ANbs2Bkp,496,0,0,0,0,Q167|qual_slide|qual_t
100,496,TRUE,R_0kbu8Hqvkt3wBjj,0,0,12.852,0,0,0,16.876,0,0,0,21.734,0,5.582,33.435,35.958,4,24.865,25.365,28.387,2,RJIghNx8n,75.053,75.053,78.354,1,VauKrSd8kF,69.025,69.025,71.664,1,I0e9joBPbs,68.01,68.01,70.261,1,c9DHYMt3s9,,,,,,,,,,,,,,80,36.565,36.565,39.587,1,I would like to hear from people that are good at it.,"No, I've never played any version of this game before",,,I never play word-finding games,I was less skilled than most people,I was less experienced than most people,"With a trackpad

",,28,Female,Other,potato,"No, English is not my native language. My native language is:",,Portuguese,,Playing games.,,R_0kbu8Hqvkt3wBjj,496,1,0,0,0,Q167|qual_slide|qual_t
100,497,TRUE,R_DIT1iKOck1SQZrP,0,0,13.138,0,0,0,3.849,0,15.304,15.304,16.848,1,6.466,26.456,29.515,4,10.679,24.666,27.614,3,18yudqdWjF,7.576,77.633,80.837,2,XkvcYJN3h,71.209,71.209,73.814,1,8qsZMZ7uVT,5.834,73.542,76.337,2,slM7kYfvJF  ,,,,,,,,,,,,,,99,18.863,22.499,24.04,2,It seems like someone who was one of the very best players would give the best advice.,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,A few times a year,I was as skilled as most people,I was less experienced than most people,"With a trackpad

",,50,Female,Other,potato,"Yes, I only spoke English growing up",,,,I couldn't tell.,,R_DIT1iKOck1SQZrP,497,0,0,0,0,Q167|qual_slide|qual_t
100,498,TRUE,R_22y3LG3IaluH2RG,0,0,12.464,0,0,0,5.783,0,0,0,17.38,0,4.693,22.763,24.261,7,25.728,25.728,26.891,1,Co6kBQ7lzj,69.449,69.449,70.549,1,onWGn0p8k9,66.531,66.531,67.672,1,a6U1TGtD89,16.931,72.621,73.935,2,87IqSEFsUs,,,"It won't matter, because there is no relationship between how well someone plays the game and how well they give advice about the game",,,,,,,,,,,,27.882,27.882,28.998,1,"Everyone will have their own opinion on how well they played, but if there is no past data to back that up, it is all speculation.  So someone might think they did very well and give advice to do just as well, but really they were in the bottom 10%, and vice versa.",I'm not sure,,,Less than once a year,I was less skilled than most people,I was less experienced than most people,"With a computer mouse

",,26,Male,Other,potato,"Yes, I only spoke English growing up",,,,"Interesting study.  Not quite sure what it is about, but have some ideas as to what it could be.",,R_22y3LG3IaluH2RG,498,1,1,0,0,Q167|qual_mc_na|qual_t
100,498,TRUE,R_2EHwvxfEwXgqtQF,0,0,10.443,0,0,0,3.304,0,0,0,23.013,0,4.79,29.47,32.506,5,24.703,24.703,32.791,1,jTGPt6oqoD,76.061,76.061,81.231,1,5XHbtkRI1D,71.226,71.226,75.672,1,N0KxtpDDO,68.076,68.076,72.922,1,MbgOCuteRv,,A participant who scored slightly better than you in the game,,,,,,,,,,,,,17.572,17.572,18.999,1,I think that a person who did slightly better may have the best tip for me to try again,"Yes, I've played some version of this game before",Within the last year,More than 5 years ago,A few times a year,I was as skilled as most people,I was as experienced as most people,"With a computer mouse

",,34,Female,Other,potato,"Yes, I only spoke English growing up",,,,Not sure,,R_2EHwvxfEwXgqtQF,498,0,0,0,0,Q167|qual_mc|qual_t
100,498,TRUE,R_1rCATc49RpMkR7I,0,0,4.125,0,0,0,1.329,0,0,0,10.531,0,16.111,44.127,46.386,5,19.536,19.536,31.003,1,8vsu3dbxhz,79.09,79.09,90.381,1,sfpubsfpue,67.96,67.96,75.995,1,wndqiamv,66.348,66.348,83.708,1,jwqfinbn4c,,,,2,1 - Extremely unhelpful,5,4,1 - Extremely unhelpful,7 - Extremely helpful,3,7 - Extremely helpful,1 - Extremely unhelpful,4,,6.94,18.323,19.873,21,,"Yes, I've played some version of this game before",Over a year ago,Within the last 3 years,Less than once a year,I was more skilled than most people,I was as experienced as most people,"Touch Screen

",,33,Male,"Hobbies, favorite sports",,"Yes, I only spoke English growing up",,,,,,R_1rCATc49RpMkR7I,498,0,1,1,0,Q167|qual_percs|qual_t
100,498,TRUE,R_1RDCx07RQj3oxKp,0,0,3.329,0,0,0,3.366,0,0,0,19.117,0,15.05,32.204,33.849,4,35.088,35.088,37.775,1,2UT342oOGB  ,107.551,107.551,110.229,1,fhsDtnN42N  ,72.476,72.476,74.805,1,KPirPnvJu2  ,74.789,74.789,77.733,1,S09x6LWgGe,,,,4,5,4,3,5,4,3,5,3,5,,3.507,9.612,17.433,11,I thought it was the most intelligent way to do it. ,"No, I've never played any version of this game before",,,A few times a year,I was as skilled as most people,I was as experienced as most people,"With a computer mouse

",,22,Prefer not to answer,Other,potato,"Yes, I only spoke English growing up",,,,words,,R_1RDCx07RQj3oxKp,498,1,1,0,0,Q167|qual_percs|qual_t
100,499,TRUE,R_3MKmTBRmBHUHQ4s,0,0,22.4,0,0,0,4.914,0,0,0,22.038,0,9.534,31.047,34.045,9,19.536,24.522,26.266,2,Czeken7Uw0 ,71.101,71.637,74.66,2,sZG5Mq5L,66.87,66.87,69.47,1,YLcRJwo8JP,67.239,69.781,71.415,3,cy6imG23dx,,,,6,5,4,4,4,4,4,3,3,2,,34.35,46.906,48.417,10,,"No, I've never played any version of this game before",,,I never play word-finding games,I was less skilled than most people,I was less experienced than most people,"With a computer mouse

",,25,Female,Other,potato,"Yes, I only spoke English growing up",,,,Paying attention,,R_3MKmTBRmBHUHQ4s,499,1,0,0,0,Q167|qual_percs|qual_t
100,499,TRUE,R_3Ez19YNLCcqFepN,0,0,7.466,0,0,0,6.113,0,0,0,19.862,0,5.777,22.818,25.683,4,24.752,24.752,27.437,1,J19Uw8RhpC,57.916,73.948,77.379,6,eIH1FQMUX1,68.277,68.277,70.743,1,WN9eJB36Wb,68.233,68.233,70.382,1,IV0d9EvrDc,,,A participant who scored slightly better than you in the game,,,,,,,,,,,,11.999,11.999,21.21,1,Because the participant who did slightly better than me will have advice that is just one step above my current level rather than too high above my current level so I do not understand,"No, I've never played any version of this game before",,,Less than once a year,I was as skilled as most people,I was less experienced than most people,"With a trackpad

",,20,Female,Other,potato,"Yes, I only spoke English growing up",,,none,attention,none,R_3Ez19YNLCcqFepN,499,0,0,0,0,Q167|qual_mc_na|qual_t
100,499,TRUE,R_8Cf72Twr12Fg62J,0,0,11.312,0,0,0,3.103,0,0,0,23.983,0,9.742,23.672,25.739,4,31.013,31.013,33.764,1,pz89jk23gD  ,74.42,79.786,82.7,3,2seKE2T1mb  ,68.038,68.038,70.146,1,uCDRQCWMd7  ,66.94,66.94,69.113,1,pl4oPlUqFh  ,,,,7 - Extremely helpful,7 - Extremely helpful,7 - Extremely helpful,7 - Extremely helpful,6,5,3,2,1 - Extremely unhelpful,1 - Extremely unhelpful,,26.028,42.472,43.886,10,"Those in at least an average percentile would be the same, or better than me and could likely teach me something.","Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,Less than once a year,I was as skilled as most people,I was as experienced as most people,"With a computer mouse

",,31,Female,Other,potato,"Yes, I only spoke English growing up",,,,How different people played the game,,R_8Cf72Twr12Fg62J,499,0,0,0,0,Q167|qual_percs|qual_t
100,500,TRUE,R_3iQmxlOxSHlanPi,2.32,2.32,15.536,1,0,0,2.406,0,0,0,12.748,0,1.652,24.136,27.495,11,1.876,27.998,29.533,4,sXKKLcsHWE  ,1.441,76.654,77.843,3,2R5BsmrGLr  ,1.364,67.526,69.483,2,QwaiT4deGD  ,0.936,67.607,69.163,3,UYYT9nY143  ,,The participant who scored the best in the game,,,,,,,,,,,,,1.368,16.865,20.144,4,I felt that was worded the best and was simple yet effective.,"Yes, I've played some version of this game before",Over a year ago,Within the last 5 years,Less than once a year,I was less skilled than most people,I was as experienced as most people,"With a trackpad

",,32,Female,Other,potato,"Yes, I only spoke English growing up",,,"In most word games I play I have the option of clicking the letters or dragging.  The reason why I got none in the first one was that I was clicking and not dragging, despite the instructions saying dragging.  I had a brain fart.",Games and how we interact with them.,,R_3iQmxlOxSHlanPi,500,0,1,0,0,Q167|qual_mc|qual_t
100,500,TRUE,R_2OJRsVNuKngxtd4,0,0,10.166,0,0,0,2.796,0,0,0,13.897,0,10.335,39.399,41.569,5,28.348,28.473,30.927,2,TxpdT6FIOE  ,83.934,83.934,86.674,1,ZGZGQqdGD6  ,80.059,80.059,82.717,1,XtZNk06fs  ,68.926,68.926,71.381,1,b63PEfKPt1  ,,,,,,,,,,,,,,99,20.559,22.617,23.798,2,I would want the person who scored the best to be the one to give me good advice. ,"No, I've never played any version of this game before",,,Less than once a year,I was as skilled as most people,I was less experienced than most people,"With a computer mouse

",,33,Female,Other,potato,"Yes, I only spoke English growing up",,,,Enjoying a new game. ,,R_2OJRsVNuKngxtd4,500,1,1,0,0,Q167|qual_slide|qual_t
100,500,TRUE,R_2amD5dN5NPw4q0j,0,0,2.685,0,0,0,2.841,0,1.952,6.399,23.241,4,7.945,34.736,38.215,5,8.786,26.578,29.992,2,nOtqGWqxKD,68.961,68.961,73.195,1,tgtKIIcNCR ,68.474,68.474,72.084,1,wSzIvU0Lc  ,0.024,68.832,71.587,2,TOZa1n4Lie  ,,The participant who scored the best in the game,,,,,,,,,,,,,18.202,18.202,21.826,1,The participant who scored the best would know how to find as many words as possible ,"Yes, I've played some version of this game before",Over a year ago,Within the last 3 years,A few times a year,I was less skilled than most people,I was less experienced than most people,"With a computer mouse

",,18,Male,Other,potato,"Yes, I spoke English and these other languages growing up:",Chinese,,,puzzle skills,,R_2amD5dN5NPw4q0j,500,1,0,1,0,Q167|qual_mc|qual_t
100,500,TRUE,R_WeBTvIILb18Boel,0,0,5.96,0,0,0,3.38,0,0,0,8.964,0,3.216,19.784,21.082,11,39.424,47.086,48.811,3,rz14OcHy51,75.256,76.222,77.196,2, lLVe2g30BK  ,68.902,70.902,71.364,3,BaxQEuqtx5,69.718,72.104,74.562,4,0G1aRCbRG ,,The participant who score the worst in the game,,,,,,,,,,,,,12.848,13.88,17.637,2,i would like the advice of those who couldn't do it so i can improve upon what they did ,"No, I've never played any version of this game before",,,I never play word-finding games,I was less skilled than most people,I was less experienced than most people,"With a trackpad

",,21,Female,Other,,"Yes, I only spoke English growing up",,,,,,R_WeBTvIILb18Boel,500,0,0,0,0,Q167|qual_mc|qual_t
100,500,TRUE,R_1I4P1MtBeqx8ADF,0,0,6.124,0,0,0,3.583,0,0,0,18.922,0,6.405,27.283,30.657,4,21.154,21.154,24.771,1,kc1aJ2GknB,7.814,75.901,78.845,2,yueYEBZ1,71.644,71.644,74.772,1,myxMrO7qfk,72.141,72.141,75.253,1,FzefFxYeqE,,The participant who scored the best in the game,,,,,,,,,,,,,7.565,7.565,19.83,1,"Even though it's a word game, maybe they'll have some words of wisdom for me.","Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,Less than once a year,I was less skilled than most people,I was less experienced than most people,"With a trackpad

",,33,Female,Other,potato,"Yes, I spoke English and these other languages growing up:","Korean, Japanese",,,Not a clue.,,R_1I4P1MtBeqx8ADF,500,0,0,0,1,Q167|qual_mc|qual_t
100,500,TRUE,R_1mRFgZm0uMmii8y,0,0,7.835,0,0,0,2.578,0,0,0,17.727,0,8.642,22.01,24.964,4,33.203,33.203,35.525,1,oNogwl55PB,69.879,76.746,81.103,2,SSi74mNUaj,69.065,69.065,72.127,1,Z2ReHPSPYx,70.271,70.271,72.108,1,239cebXIVx,,,,,,,,,,,,,,80,17.371,19.589,21.761,2,"I would want advice from someone who did well, but maybe not the absolute best person.","Yes, I've played some version of this game before",Within the last week,Within the last 3 years,A few times a week,I was as skilled as most people,I was as experienced as most people,"With a trackpad

",,30,Female,Other,potato,"Yes, I only spoke English growing up",,,,I think the study was really about what level of ability we want advice from.,"I would have been much faster if the touch screen on my laptop had worked, but it didn't in the trial round, so I just used the track pad.",R_1mRFgZm0uMmii8y,500,0,0,0,0,Q167|qual_slide|qual_t
100,501,TRUE,R_26fZmwj4ZQA9qHV,0,0,14.714,0,0,0,2.972,0,0,0,18.6,0,10.541,33.345,36.052,4,29.787,30.46,34.905,2,8b8wk99mS8,79.426,79.76,82.982,2,PS9hjOy0oP  ,67.247,67.579,70.219,2,kNSdTH6vpE  ,67.307,67.694,69.978,2,qE5jjMr7Ov  ,,,,,,,,,,,,,,4,17.328,19.602,21.626,2,I have no idea on words,"Yes, I've played some version of this game before",Within the last year,More than 5 years ago,Less than once a year,I was less skilled than most people,I was less experienced than most people,"With a computer mouse

",,38,Female,Other,potato,"Yes, I only spoke English growing up",,,,To see how many people can come up with words,,R_26fZmwj4ZQA9qHV,501,0,0,1,0,Q167|qual_slide|qual_t
100,501,TRUE,R_2xPmygClDxiMExi,3.725,3.725,9.47,1,0,0,4.025,0,9.319,15.151,21.178,2,5.662,23.312,25.211,8,3.872,33.719,36.025,3,F8VZywN9b6,77.079,77.079,79.515,1,j9dkrtKqRI ,73.767,74.826,77.061,2,WWhs2RLyoO ,1.823,72.524,75.64,3,9D6NDVCWos  ,,The participant who scored the best in the game,,,,,,,,,,,,,23.391,23.391,25.192,1,If they scored the most then they probably have the game figured out.,"Yes, I've played some version of this game before",Over a year ago,Within the last 3 years,A few times a year,I was as skilled as most people,I was as experienced as most people,"With a trackpad

",,39,Female,Other,potato,"Yes, I only spoke English growing up",,,,no idea,,R_2xPmygClDxiMExi,501,0,0,0,0,Q167|qual_mc|qual_t
100,501,TRUE,R_6RlYvnRNMUbtOhz,19.953,19.953,21.134,1,0,0,4.875,0,1.727,1.727,22.287,1,1.387,25.571,26.948,9,8.893,24.312,28.197,4,CVT8WKM5Kl,4.754,74.046,76.58,4,HcWsFltrSS,2.006,79.315,81.767,4,UxPLgvbGrf,1.773,71.897,73.562,4,wZH6PpicuW,,The participant who scored the best in the game,,,,,,,,,,,,,15.174,15.174,19.702,1,"If they did the best, they know how to figure it out and should have good advice","No, I've never played any version of this game before",,,A few times a month,I was less skilled than most people,I was less experienced than most people,"With a trackpad

",,24,Female,Other,potato,"Yes, I only spoke English growing up",,,,I'm not sure,,R_6RlYvnRNMUbtOhz,501,1,1,0,0,Q167|qual_mc|qual_t
100,502,TRUE,R_3nGFe4eY8DLb3Au,0,0,9.343,0,0,0,8.816,0,0,0,10.506,0,2.919,21.032,29.077,5,33.509,33.509,37.261,1,04trp8Qg6,76.091,76.091,79.306,1,BuXfbQHRsF  ,69.521,69.521,72.374,1,eJWtCYV2uF ,73.769,73.769,77.276,1,Sh9yeHYI3,Don't get stuck on using one letter for all words.,,,,,,,,,,,,,,7.703,7.703,24.851,1,Sometimes we get zeroed in on a common letter that is in lots of words so we struggle over and over to base our word selection around that one letter.,"No, I've never played any version of this game before",,,I never play word-finding games,I was less skilled than most people,I was less experienced than most people,"With a trackpad

",,29,Female,Other,potato,"Yes, I only spoke English growing up",,,,no idea,,R_3nGFe4eY8DLb3Au,502,0,0,0,1,Q167|qual_fr|qual_t
100,502,TRUE,R_e4gl8CuU2fcHNzb,0,0,16.26,0,1.35,1.35,5.166,1,0,0,15.682,0,3.877,23.435,25.588,7,22.42,22.42,26.631,1,32QFtGjIVa,74.336,74.336,77.715,1,gGEhEGQvh,71.432,71.432,73.551,1,wDFkjbVNj,70.923,70.923,73.577,1,2f5dtHVsKe,,The participant who scored the best in the game,,,,,,,,,,,,,14.471,19.976,21.939,2,"If they consistently scored the best, they probably have the best strategies instead of just being lucky.","Yes, I've played some version of this game before",Within the last 6 months,Within the last 6 months,Less than once a year,I was less skilled than most people,I was less experienced than most people,"With a trackpad

",,22,Female,Other,potato,"Yes, I only spoke English growing up",,,,Control group for the last set of Word Scramble participants.,,R_e4gl8CuU2fcHNzb,502,1,0,0,0,Q167|qual_mc|qual_t
100,502,TRUE,R_1N3sUXD9oNM5dGH,0,0,10.596,0,0,0,2.945,0,0,0,9.056,0,2.21,20.295,23.944,5,23.626,23.626,25.99,1,zO6YUYgn6Y  ,76.187,76.187,79.181,1, LRh9qChtFr ,70.901,70.901,73.166,1,TcgnJi1MVq ,68.188,68.188,69.951,1,NXTgLolJy9  ,,,,4,5,4,4,4,4,4,4,5,6,,26.9,45.752,47.432,13,If you had help from previous players then the words would be easier to point out quickly,"Yes, I've played some version of this game before",Within the last 6 months,Within the last 5 years,A few times a month,I was less skilled than most people,I was less experienced than most people,"With a computer mouse

",,31,Female,Other,potato,"Yes, I only spoke English growing up",,,nope everything loaded perfect thank you!,word scramble games,I would to take more of these surveys,R_1N3sUXD9oNM5dGH,502,0,0,0,1,Q167|qual_percs|qual_t
100,503,TRUE,R_25idqfI2h2nbqZv,0,0,10.057,0,0,0,3.497,0,0,0,13.765,0,4.636,20.166,22.472,5,17.273,17.273,20.321,1,PBnsMXHr3q,75.298,75.298,77.887,1,MITVYEvamx,71.266,71.266,73.449,1,RVGHx7VCCU,38.619,68.462,70.246,2,Fh4wbGcalW,,,,7 - Extremely helpful,7 - Extremely helpful,6,5,4,3,2,2,2,1 - Extremely unhelpful,,19.891,35.322,36.86,10,"Obviously the people who scored the best would be able to offer the best advice. Those that didn't score as well, would not be as helpful.",I'm not sure,,,Less than once a year,I was as skilled as most people,I was less experienced than most people,"With a trackpad

",,28,Female,Other,potato,"Yes, I only spoke English growing up",,,"upon clicking on a letter, it sometimes wouldn't let me drag to the next letter. This occurred a few times.","Not exactly sure, but was fun.",,R_25idqfI2h2nbqZv,503,0,1,0,0,Q167|qual_percs|qual_t
100,503,TRUE,R_2ASg41OP42ha175,0,0,7.377,0,0,0,4.035,0,0,0,12.23,0,3.812,22.613,29.499,4,28.182,28.182,30.681,1,VNs06DlU3R ,73.555,73.555,75.594,1,WrszZfu80q ,77.275,77.275,79.997,1,WfOo0yS7zu ,69.522,69.522,70.921,1,YUdZZLVnJn  ,,,A participant who scored slightly better than you in the game,,,,,,,,,,,,20.109,20.109,21.62,1,"For the advice to be useful, it would have to assume I started at my current playing level and would get slightly better. Advice from someone much worse than me may not be helpful because I might already know those things. Advice from someone much better than me might be over my head.","No, I've never played any version of this game before",,,A few times a year,I was less skilled than most people,I was less experienced than most people,"With a computer mouse

",,33,Female,Other,potato,"Yes, I only spoke English growing up",,,,Word scrambles,,R_2ASg41OP42ha175,503,1,0,1,0,Q167|qual_mc_na|qual_t
