Progress,Duration (in seconds),Finished,ResponseId,t_consent_First Click,t_consent_Last Click,t_consent_Page Submit,t_consent_Click Count,t_landing_First Click,t_landing_Last Click,t_landing_Page Submit,t_landing_Click Count,inst1_t_First Click,inst1_t_Last Click,inst1_t_Page Submit,inst1_t_Click Count,inst2_t_First Click,inst2_t_Last Click,inst2_t_Page Submit,inst2_t_Click Count,cat_t_First Click,cat_t_Last Click,cat_t_Page Submit,cat_t_Click Count,cat_c,eise_t_First Click,eise_t_Last Click,eise_t_Page Submit,eise_t_Click Count,eise_c,adv_inst_t_First Click,adv_inst_t_Last Click,adv_inst_t_Page Submit,adv_inst_t_Click Count,adv_long,adv_medium,adv_short,prev_exp,prev_freq,avg_perf_1,input,input_7_TEXT,age,gender,catch,catch_4_TEXT,language,language_3_TEXT,language_2_TEXT,bugreport,hyp,comments,Fragment1,Fragment2,Fragment3,Fragment4,Fragment5,Fragment6,Fragment7,F1,F2,F3,F4,frag_1,frag_2,frag_3,frag_4,frag_5,frag_6,frag_7,frag_8,frag_9,frag_10,frag_11,full_1,full_2,full_3,full_4,full_5,full_6,full_7,full_8,full_9,full_10,full_11,ResponseID,Q_TotalDuration,inst_bar,inst_crab,inst_barb,inst_mat,advicerating_DO
100,214,TRUE,R_Z36a927FrvsdvOh,0,0,2.493,0,0,0,2.253,0,0,0,11.424,0,8.05,26.838,29.205,4,17.123,17.123,18.571,1,ajs5Ive5lX  ,65.844,65.844,67.439,1,kjdRWBs8s1  ,0,0,7.596,0,4,4,4,"No, I've never played any version of this game before",Less than once a year,10,"With a computer mouse

",,27,Female,Other,tuna,"Yes, I only spoke English growing up",,,No,dunno lol,,don't pay attention to the time left,don't focus on one section,look for suffixes to attach to words,try words you're unsure of,change letters for similar words,don't try to find long words,connect as many words as possible,Rearrange words to make other words,Look for common letter combos,Go one letter at a time to find all the words with that letter,Start in the corner of the board,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_Z36a927FrvsdvOh,214,1,1,0,0,adv_medium|adv_long|adv_short
100,459,TRUE,R_3hrq1QGKtZCGThO,32.533,35.007,37.028,2,0,0,3.897,0,0,0,26.876,0,7.399,39.357,40.853,8,19.179,30.226,36.419,2,IJSBgEElez,5.919,75.821,80.963,3,SrhDYWdPq1,0,0,24.469,0,7,2,6,"Yes, I've played some version of this game before",A few times a year,6,"With a computer mouse

",,44,Female,Other,tuna,"Yes, I only spoke English growing up",,,"No, I did not encounter any errors or problems.",I really don't know what the study was about.,I enjoyed playing Word Scramble.,rearrange words to make other words,don't pay attention to the time left,don't try to find long words,connect as many words as possible,change letters for similar words,don't focus on one section,try words you're unsure of,Look for suffixes to attach to words,Start in the corner of the board,Look for common letter combos,Go one letter at a time to find all the words with that letter,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_3hrq1QGKtZCGThO,459,1,0,0,0,adv_short|adv_medium|adv_long
100,439,TRUE,R_2X1CLiXEZw2RVO3,0,0,3.302,0,0,0,1.717,0,0,0,17.152,0,5.65,29.603,32.795,4,18.975,50.039,58.832,4,6viXmWhqCy,193.215,195.83,196.624,2,OGCvjpOO9  ,0,0,7.529,0,6,7,7,"Yes, I've played some version of this game before",A few times a month,3,"With a computer mouse

",,29,Male,Other,tuna,"Yes, I only spoke English growing up",,,No,Nice survey,Thank you.,don't pay attention to the time left,try words you're unsure of,change letters for similar words,don't try to find long words,rearrange words to make other words,look for suffixes to attach to words,look for common letter combos,Go one letter at a time to find all the words with that letter,Don't focus on one section,Connect as many words as possible,Start in the corner of the board,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_2X1CLiXEZw2RVO3,439,0,0,1,1,adv_short|adv_medium|adv_long
100,271,TRUE,R_5dlo4HCCJPwJpHr,0,0,4.233,0,2.056,2.056,2.478,1,0,0,8.969,0,3.416,14.432,16.454,4,18.986,20.77,26.145,2,QCATL,76.086,76.086,78.164,1,sEjw7WfRjx  ,0,0,7.423,0,4,5,5,"Yes, I've played some version of this game before",Less than once a year,12,"With a computer mouse

",,34,Female,Other,tuna,"Yes, I only spoke English growing up",,,no,Perception of other's advice to help you complete a game.,n/a,go one letter at a time to find all the words with that letter,look for common letter combos,start in the corner of the board,change letters for similar words,don't pay attention to the time left,don't try to find long words,don't focus on one section,Try words you're unsure of,Rearrange words to make other words,Connect as many words as possible,Look for suffixes to attach to words,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_5dlo4HCCJPwJpHr,271,0,0,0,0,adv_medium|adv_long|adv_short
100,527,TRUE,R_28P9BWZpfxxyjmb,0,0,31.655,0,0,0,5.286,0,0,0,27.341,0,8.715,44.496,48.429,4,65.018,65.018,67.873,1,33emZnaGyd,78.55,78.55,84.556,1,Wgud0UGUJf,0,0,30.155,0,5,6,5,"No, I've never played any version of this game before",I never play word-finding games,4,"With a computer mouse

",,24,Male,Other,tuna,"Yes, I only spoke English growing up",,,no,how good people are at finding words in a grid of letters,,rearrange words to make other words,don't focus on one section,go one letter at a time to find all the words with that letter,don't pay attention to the time left,change letters for similar words,try words you're unsure of,start in the corner of the board,Don't try to find long words,Look for common letter combos,Look for suffixes to attach to words,Connect as many words as possible,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_28P9BWZpfxxyjmb,527,1,0,0,0,adv_long|adv_medium|adv_short
100,688,TRUE,R_2febwetyj5cLKWr,80.67,80.67,81.646,1,0,0,2.507,0,0,0,60.781,0,5.209,28.125,30.019,7,5.435,27.673,30.8,2,SEPGeXUzTd  ,69.267,72.742,73.216,3,Q3gsTNtJsT ,6.6,7.546,10.701,2,6,4,3,"Yes, I've played some version of this game before",A few times a year,6,"With a trackpad

",,28,Female,Other,tuna,"Yes, I only spoke English growing up",,,no,how advice is perceived after accomplishing a task,,start in the corner of the board,rearrange words to make other words,try words you're unsure of,don't try to find long words,connect as many words as possible,don't pay attention to the time left,look for common letter combos,Change letters for similar words,Don't focus on one section,Look for suffixes to attach to words,Go one letter at a time to find all the words with that letter,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_2febwetyj5cLKWr,688,1,1,0,0,adv_long|adv_medium|adv_short
100,463,TRUE,R_3EFDi7iSwzSeoCZ,0,0,5.511,0,0,0,3.737,0,0,0,42.483,0,12.047,39.014,40.261,7,59.782,61.517,65.458,4,gdKENYb6Uu  ,84.704,85.711,88.093,4,mcjFo3lVkq  ,0,0,10.284,0,6,7,7,"No, I've never played any version of this game before",A few times a month,6,"With a computer mouse

",,26,Male,Other,tuna,"Yes, I only spoke English growing up",,,no,decision making,loved the survey,don't pay attention to the time left,don't try to find long words,don't focus on one section,go one letter at a time to find all the words with that letter,rearrange words to make other words,connect as many words as possible,look for suffixes to attach to words,Look for common letter combos,Start in the corner of the board,Try words you're unsure of,Change letters for similar words,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_3EFDi7iSwzSeoCZ,463,0,0,0,1,adv_short|adv_long|adv_medium
100,600,TRUE,R_2bKqyRvpcfAc2gx,0,0,4.072,0,0,0,5.59,0,0,0,22.133,0,5.544,23.693,241.877,5,38.568,47.319,52.045,7,yK0cok8T84  ,70.617,70.617,80.767,1,8aqPxwGtjk  ,0,0,13.45,0,6,5,5,"Yes, I've played some version of this game before",A few times a year,10,"With a computer mouse

",,40,Female,Other,tuna,"Yes, I only spoke English growing up",,,no,Whether suggestions would be helpful in a word scramble.,,change letters for similar words,don't pay attention to the time left,look for suffixes to attach to words,try words you're unsure of,go one letter at a time to find all the words with that letter,start in the corner of the board,look for common letter combos,Rearrange words to make other words,Don't focus on one section,Don't try to find long words,Connect as many words as possible,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_2bKqyRvpcfAc2gx,600,1,0,0,0,adv_medium|adv_short|adv_long
100,304,TRUE,R_9yvzIVs4jGLdvR7,0,0,6.689,0,0,0,2.139,0,0,0,9.805,0,4.743,17.191,18.333,4,11.669,20.34,23.41,2,6xnWCFG8hf  ,73.282,73.282,79.364,1,fSDn1MWlQP,0,0,9.81,0,5,6,5,"Yes, I've played some version of this game before",Less than once a year,10,"With a computer mouse

",,35,Female,Other,tuna,"Yes, I only spoke English growing up",,,The time ran out before I had a chance to select the answer on the practice section.  It also took a bit for the letters to load in the grid after I hit start.,Not sure,,don't pay attention to the time left,try words you're unsure of,don't focus on one section,look for suffixes to attach to words,go one letter at a time to find all the words with that letter,look for common letter combos,rearrange words to make other words,Change letters for similar words,Start in the corner of the board,Don't try to find long words,Connect as many words as possible,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_9yvzIVs4jGLdvR7,304,0,0,0,0,adv_short|adv_long|adv_medium
100,231,TRUE,R_271pZuK33AGjIWe,0,0,2.923,0,2.861,2.861,3.42,1,22.502,22.502,22.918,1,2.738,12.977,14.54,5,26.42,27.716,28.1,2,9C8WNFcn5P  ,66.573,66.573,67.767,1,W4cGQVHqo  ,0,0,7.716,0,6,6,6,"No, I've never played any version of this game before",I never play word-finding games,6,"With a computer mouse

",,26,Male,Other,tuna,"Yes, I only spoke English growing up",,,None at all.,I don't really know.,none really.,rearrange words to make other words,don't try to find long words,try words you're unsure of,don't pay attention to the time left,go one letter at a time to find all the words with that letter,change letters for similar words,start in the corner of the board,Look for suffixes to attach to words,Look for common letter combos,Don't focus on one section,Connect as many words as possible,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_271pZuK33AGjIWe,231,0,0,0,0,adv_long|adv_medium|adv_short
100,386,TRUE,R_1OjIYxCuvKwTvdY,0,0,2.848,0,0,0,1.774,0,14.01,14.01,21.758,1,11.658,58.638,59.942,10,42.737,43.836,47.376,2,8LntLfdMKd ,78.674,82.51,88.303,2,dEY9wx6hZ,11.556,11.556,18.507,1,6,6,4,"Yes, I've played some version of this game before",A few times a year,8,"With a trackpad

",,31,Male,Other,tuna,"Yes, I only spoke English growing up",,,,,,change letters for similar words,go one letter at a time to find all the words with that letter,don't focus on one section,start in the corner of the board,look for suffixes to attach to words,try words you're unsure of,look for common letter combos,Don't pay attention to the time left,Rearrange words to make other words,Don't try to find long words,Connect as many words as possible,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_1OjIYxCuvKwTvdY,386,0,0,0,0,adv_medium|adv_long|adv_short
100,503,TRUE,R_1lxYY3dTBr7g3RC,0,0,16.313,0,0,0,5.454,0,0,0,33.278,0,14,44.319,50.273,5,67.371,67.371,73.601,1,JrGUTx1JKk,72.307,72.307,76.099,1,0qY0cQkzq6,0,0,50.895,0,1,6,4,"No, I've never played any version of this game before",A few times a year,2,"With a computer mouse

",,28,Male,Other,tuna,"Yes, I spoke English and these other languages growing up:",Spanish & French,,No,Intelligence.,None.,don't try to find long words,look for common letter combos,start in the corner of the board,connect as many words as possible,rearrange words to make other words,look for suffixes to attach to words,don't focus on one section,Change letters for similar words,Try words you're unsure of,Don't pay attention to the time left,Go one letter at a time to find all the words with that letter,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_1lxYY3dTBr7g3RC,503,0,1,0,0,adv_short|adv_medium|adv_long
100,321,TRUE,R_1IWuTFwdOI7ocC6,0,0,13.441,0,0,0,4.141,0,0,0,18.469,0,6.555,22.9,25.745,4,47.67,47.67,49.741,1,Z3cL26Tbzm,74.047,74.047,76.765,1,v8IB9Qr83P,0,0,9.947,0,6,6,6,"No, I've never played any version of this game before",A few times a year,8,"With a computer mouse

",,49,Female,Other,tuna,"Yes, I only spoke English growing up",,,none,following instructions,thank you,rearrange words to make other words,look for suffixes to attach to words,start in the corner of the board,go one letter at a time to find all the words with that letter,try words you're unsure of,don't try to find long words,don't focus on one section,Look for common letter combos,Don't pay attention to the time left,Change letters for similar words,Connect as many words as possible,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_1IWuTFwdOI7ocC6,321,0,0,0,0,adv_long|adv_short|adv_medium
100,389,TRUE,R_1PXy2bVzZC6PbS5,0,0,2.716,0,0,0,17.258,0,0,0,23.196,0,13.554,38.401,40.601,7,39.747,39.747,42.855,1,ZUYKIyj2T6  ,67.721,67.721,70.146,1,ueuXzkXarW  ,15.425,16.265,19.221,2,4,6,5,"No, I've never played any version of this game before",A few times a year,5,"With a computer mouse

",,31,Male,Other,tuna,"Yes, I only spoke English growing up",,,,,"Where it said to type the word tuna the quote makes had a period inside it ""tuna."". I wasn't sure if it just wanted the word or what was quoted.",start in the corner of the board,don't try to find long words,look for common letter combos,try words you're unsure of,look for suffixes to attach to words,don't focus on one section,go one letter at a time to find all the words with that letter,Don't pay attention to the time left,Change letters for similar words,Rearrange words to make other words,Connect as many words as possible,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_1PXy2bVzZC6PbS5,389,1,0,0,0,adv_medium|adv_short|adv_long
100,359,TRUE,R_3Pv5RuQzOETqgwj,0,0,3.382,0,0,0,2.617,0,0,0,17.759,0,6.272,34.929,37.498,5,23.317,24.489,30.963,2,KHRzBvYXSe,79.403,79.573,84.555,2,XI0EPMRzs9,0,0,22.164,0,5,6,5,"No, I've never played any version of this game before",I never play word-finding games,5,"With a computer mouse

",,37,Male,Other,tuna,"Yes, I only spoke English growing up",,,no,"not sure, sry",ty,don't try to find long words,try words you're unsure of,look for suffixes to attach to words,look for common letter combos,change letters for similar words,don't pay attention to the time left,don't focus on one section,Rearrange words to make other words,Connect as many words as possible,Start in the corner of the board,Go one letter at a time to find all the words with that letter,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_3Pv5RuQzOETqgwj,359,0,1,0,0,adv_long|adv_short|adv_medium
100,621,TRUE,R_ugEjv9BV2WezQoV,0,0,6.092,0,0,0,2.369,0,0,0,342.607,0,4.072,17.791,18.838,4,3.113,20.705,22.103,4,bL2wU3Vu13,49.757,98.844,102.723,2,6kRXTkVHc3,1.456,5.872,7.141,2,6,6,4,"Yes, I've played some version of this game before",A few times a year,8,"With a computer mouse

",,37,Male,Other,tuna,"Yes, I only spoke English growing up",,,None except my own mouse was sticky and not being helpful,"Not sure, but I wish I could play another round!","None, thanks",don't pay attention to the time left,don't focus on one section,go one letter at a time to find all the words with that letter,look for common letter combos,rearrange words to make other words,change letters for similar words,connect as many words as possible,Start in the corner of the board,Look for suffixes to attach to words,Don't try to find long words,Try words you're unsure of,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_ugEjv9BV2WezQoV,621,0,0,0,0,adv_long|adv_medium|adv_short
100,724,TRUE,R_2yjgxGSSAIhHAS8,0,0,5.536,0,0,0,3.079,0,0,0,11.583,0,8.282,64.089,75.087,5,133.138,133.138,214.13,1,0PcKUQuCb  ,59.708,84.864,92.792,3, 6TdKP39INy  ,0,0,8.131,0,6,6,5,"Yes, I've played some version of this game before",A few times a month,3,"With a computer mouse

",,29,Male,Other,tuna,"Yes, I only spoke English growing up",,,nothing,This study examines how people perform in various games.,very nice,look for suffixes to attach to words,connect as many words as possible,don't try to find long words,don't focus on one section,start in the corner of the board,rearrange words to make other words,go one letter at a time to find all the words with that letter,Don't pay attention to the time left,Look for common letter combos,Try words you're unsure of,Change letters for similar words,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_2yjgxGSSAIhHAS8,724,0,0,0,1,adv_long|adv_short|adv_medium
100,759,TRUE,R_bOxiQVBIxSzBRRL,40.647,40.647,47.712,1,0,0,5.456,0,42.417,42.417,44.891,1,9.721,74.551,75.901,10,8.901,55.36,57.246,7,hfZf0VE0nx  ,8.234,86.151,87.694,6,gseTZvEBcD  ,0,0,47.065,0,6,3,5,"No, I've never played any version of this game before",A few times a year,5,"With a trackpad

",,58,Female,Other,tuna,"Yes, I only spoke English growing up",,,"No, I did not encounter any errors, glitches or other problems.",I think that this study is about how performance affects people's opinion about advice.,I have no other comments.,connect as many words as possible,try words you're unsure of,change letters for similar words,look for common letter combos,don't pay attention to the time left,start in the corner of the board,go one letter at a time to find all the words with that letter,Rearrange words to make other words,Look for suffixes to attach to words,Don't focus on one section,Don't try to find long words,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_bOxiQVBIxSzBRRL,759,1,1,1,0,adv_medium|adv_short|adv_long
100,552,TRUE,R_21po68FmVFaSweG,0,0,87.704,0,0,0,5.838,0,0,0,35.916,0,6.131,21.283,23.221,8,61.665,63.429,66.021,2,io3-WQ-ei3d,74.329,76.796,78.846,2,hfZGBLjLNu  ,133.69,133.69,134.372,1,5,5,5,"Yes, I've played some version of this game before",A few times a year,10,"With a computer mouse

",,31,Female,Other,tuna,"Yes, I only spoke English growing up",,,no,seeing how many words we can find while timed ,no,don't try to find long words,try words you're unsure of,connect as many words as possible,go one letter at a time to find all the words with that letter,change letters for similar words,look for suffixes to attach to words,don't pay attention to the time left,Look for common letter combos,Rearrange words to make other words,Start in the corner of the board,Don't focus on one section,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_21po68FmVFaSweG,552,0,0,0,0,adv_medium|adv_long|adv_short
100,482,TRUE,R_3JsYkvVhsY0X1yW,0,0,4.45,0,0,0,2.911,0,0,0,8.945,0,14.729,50.77,52.589,9,3.187,62.545,66.373,3,FBtMSefpPC  ,78.396,78.651,82.768,2,hjb1hotSGr  ,4.763,7.158,8.233,2,4,6,5,"No, I've never played any version of this game before",A few times a week,0,"With a computer mouse

",,30,Male,Other,tuna,"Yes, I only spoke English growing up",,,no,good,nice,change letters for similar words,don't try to find long words,look for suffixes to attach to words,don't pay attention to the time left,look for common letter combos,connect as many words as possible,try words you're unsure of,Start in the corner of the board,Rearrange words to make other words,Go one letter at a time to find all the words with that letter,Don't focus on one section,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_3JsYkvVhsY0X1yW,482,0,0,1,1,adv_short|adv_medium|adv_long
100,930,TRUE,R_3gZTqJd5YdPg1fy,0,0,9.313,0,0,0,616.097,0,0,0,20.791,0,4.086,18.054,22.043,4,10.836,23.907,26.33,3,1L6fSepZW9  ,71.315,71.315,74.258,1,0f6o9qxbSh  ,0,0,12.527,0,6,5,6,"No, I've never played any version of this game before",Less than once a year,15,"With a computer mouse

",,35,Female,Other,tuna,"Yes, I only spoke English growing up",,,nope,to see how people thought they did compared to others,,rearrange words to make other words,don't pay attention to the time left,don't try to find long words,connect as many words as possible,start in the corner of the board,don't focus on one section,try words you're unsure of,Look for suffixes to attach to words,Look for common letter combos,Go one letter at a time to find all the words with that letter,Change letters for similar words,look for suffixes to attach to words,connect as many words as possible,go one letter at a time to find all the words with that letter,don't focus on one section,rearrange words to make other words,start in the corner of the board,try words you're unsure of,don't pay attention to the time left,change letters for similar words,look for common letter combos,don't try to find long words,Look for suffixes to attach to words,Connect as many words as possible,Go one letter at a time to find all the words with that letter,Don't focus on one section,Rearrange words to make other words,Start in the corner of the board,Try words you're unsure of,Don't pay attention to the time left,Change letters for similar words,Look for common letter combos,Don't try to find long words,R_3gZTqJd5YdPg1fy,930,1,0,0,0,adv_medium|adv_short|adv_long
